t,x,y,th,v,omega,acc,gamma
35.8,72.371,9.7563,-0.33004,3.7453,0.052644,0.012571,-0.1643
35.9,72.298,9.7261,-0.18423,3.7537,-0.1229,-0.083937,0.14324
36,72.224,9.6959,-0.24019,3.7603,0.047168,-0.066317,-0.13877
36.1,72.151,9.6657,-0.19795,3.7717,-0.035609,-0.11434,0.067543
36.2,72.078,9.6355,-0.035617,3.785,-0.13683,-0.13265,0.082592
36.3,72.005,9.6053,-0.48714,3.8097,0.38059,-0.24697,-0.42219
36.4,71.932,9.5751,-0.28608,3.8351,-0.16947,-0.25412,0.44882
36.5,71.859,9.5449,-0.38631,3.8336,0.084483,0.015244,-0.20721
36.6,71.786,9.5147,-0.015362,3.8124,-0.31268,0.21189,0.32407
36.7,71.713,9.4845,-0.10743,3.8185,0.077602,-0.061084,-0.31845
36.8,71.64,9.4543,-0.20323,3.8475,0.080751,-0.29027,-0.0025693
36.9,71.566,9.4241,-0.021266,3.8213,-0.15338,0.26227,0.19104
37,71.493,9.3939,-0.076231,3.8286,0.046331,-0.073218,-0.16295
37.1,71.42,9.3637,-0.12151,3.8402,0.038163,-0.116,0.0066644
37.2,71.347,9.3335,-0.36397,3.821,0.20437,0.19201,-0.13562
37.3,71.274,9.3033,-0.55301,3.8051,0.15934,0.15916,0.036746
37.4,71.201,9.2731,-0.41963,3.7703,-0.11243,0.3477,0.22175
37.5,71.128,9.2429,-0.17096,3.787,-0.20961,-0.16681,0.079294
37.6,71.055,9.2127,-0.10759,3.7506,-0.05341,0.36402,-0.12745
37.7,70.981,9.1825,-0.31597,3.7474,0.17564,0.031861,-0.1869
37.8,70.908,9.1523,-0.086277,3.7681,-0.19361,-0.20637,0.30129
37.9,70.835,9.1221,-0.091345,3.7538,0.0042716,0.14239,-0.16146
38,70.762,9.0919,-0.24148,3.7784,0.12655,-0.24582,-0.099773
38.1,70.689,9.0617,-0.55171,3.7625,0.26149,0.15908,-0.11011
38.2,70.616,9.0315,-0.082707,3.7787,-0.39532,-0.1625,0.53594
38.3,70.543,9.0013,-0.49897,3.8027,0.35087,-0.2398,-0.60886
38.4,70.47,8.9711,-0.45419,3.7878,-0.037742,0.14959,0.31709
38.5,70.396,8.9409,-0.53443,3.8162,0.067634,-0.28454,-0.085983
38.6,70.323,8.9107,-0.50077,3.7879,-0.028373,0.28285,0.078338
38.7,70.25,8.8805,-0.49416,3.787,-0.0055713,0.0092167,-0.018605
38.8,70.177,8.8503,-0.42719,3.791,-0.056448,-0.039791,0.041513
38.9,70.104,8.8201,-0.11515,3.805,-0.26302,-0.14045,0.16855
39,70.031,8.7899,-0.048512,3.8004,-0.056171,0.046106,-0.16878
39.1,69.958,8.7596,-0.45951,3.8349,0.34643,-0.34454,-0.32851
39.2,69.885,8.7294,-0.28557,3.8474,-0.14662,-0.12541,0.40231
39.3,69.812,8.6992,-0.21949,3.8796,-0.055697,-0.32152,-0.074186
39.4,69.738,8.669,-0.20854,3.8832,-0.0092343,-0.035863,-0.037912
39.5,69.665,8.6388,-0.10839,3.8629,-0.084417,0.20273,0.061346
39.6,69.592,8.6086,-0.32992,3.8447,0.18673,0.18175,-0.22124
39.7,69.519,8.5784,-0.23807,3.8356,-0.07742,0.0907,0.21554
39.8,69.446,8.5482,-0.37031,3.8052,0.11147,0.30465,-0.15413
39.9,69.373,8.518,-0.22041,3.8312,-0.12636,-0.25979,0.19406
40,69.3,8.4878,-0.18335,3.824,-0.031238,0.071413,-0.077613
40.1,69.101,8.4615,-0.096831,3.8199,-0.072927,0.041056,0.034017
40.2,68.903,8.4352,-0.46427,3.8924,0.30971,-0.72446,-0.31222
40.3,68.705,8.4089,-0.10076,3.8552,-0.3064,0.37198,0.50273
40.4,68.507,8.3826,-0.015141,3.8402,-0.072169,0.14987,-0.19113
40.5,68.308,8.3562,-0.063858,3.9147,0.041063,-0.74488,-0.092394
40.6,68.11,8.3299,-0.36986,3.9022,0.25793,0.12454,-0.17696
40.7,67.912,8.3036,-0.25967,3.9653,-0.09288,-0.63128,0.28625
40.8,67.714,8.2773,-0.040352,3.8675,-0.18486,0.97875,0.075055
40.9,67.515,8.251,-0.047843,3.9001,0.0063136,-0.32605,-0.15599
41,67.317,8.2246,-0.5356,3.8463,0.41113,0.53747,-0.33032
41.1,67.119,8.1983,-0.54236,3.9044,0.005704,-0.58106,0.33081
41.2,66.921,8.172,-0.39572,3.8791,-0.12361,0.25351,0.10551
41.3,66.722,8.1457,-0.11026,3.8499,-0.24062,0.29172,0.095473
41.4,66.524,8.1194,-0.54335,3.8001,0.36506,0.49755,-0.49421
41.5,66.326,8.0931,-0.45934,3.8945,-0.070813,-0.94384,0.35566
41.6,66.127,8.0667,-0.20135,3.8258,-0.21747,0.6874,0.11966
41.7,65.929,8.0404,-0.032146,3.867,-0.14262,-0.4125,-0.06107
41.8,65.731,8.0141,-0.1126,3.9523,0.067818,-0.85263,-0.17171
41.9,65.533,7.9878,-0.5045,3.9009,0.33033,0.51397,-0.2142
42,65.334,7.9615,-0.21352,3.8433,-0.24526,0.57568,0.46966
42.1,65.136,7.9352,-0.10373,3.8709,-0.092547,-0.27592,-0.12461
42.2,64.938,7.9088,-0.030897,3.8936,-0.061389,-0.22628,-0.025424
42.3,64.74,7.8825,-0.13829,3.8424,0.090526,0.51171,-0.12396
42.4,64.541,7.8562,-0.31169,3.8671,0.14615,-0.24761,-0.045391
42.5,64.343,7.8299,-0.16497,3.9161,-0.12367,-0.48958,0.22017
42.6,64.145,7.8036,-0.36596,3.8218,0.16942,0.9429,-0.23915
42.7,63.947,7.7773,-0.53105,3.785,0.13916,0.36822,0.024687
42.8,63.748,7.7509,-0.13606,3.88,-0.33294,-0.95039,0.38522
42.9,63.55,7.7246,-0.0070165,3.9197,-0.10877,-0.3971,-0.18291
43,63.352,7.6983,-0.42116,3.8372,0.34908,0.82506,-0.37359
43.1,63.154,7.672,-0.33849,3.7859,-0.06968,0.51316,0.34169
43.2,62.955,7.6457,-0.038623,3.8345,-0.25276,-0.48575,0.14939
43.3,62.757,7.6193,-0.44146,3.9268,0.33955,-0.92344,-0.4833
43.4,62.559,7.593,-0.059015,3.994,-0.32236,-0.67138,0.5401
43.5,62.361,7.5667,-0.17915,3.9356,0.10126,0.5839,-0.34566
43.6,62.162,7.5404,-0.32981,4.0076,0.12699,-0.72018,-0.020998
43.7,61.964,7.5141,-0.11548,3.9421,-0.18066,0.65518,0.25103
43.8,61.766,7.4878,-0.40029,3.9843,0.24007,-0.42234,-0.34329
43.9,61.567,7.4614,-0.236,3.8974,-0.13848,0.86887,0.30888
44,61.369,7.4351,-0.12329,3.8788,-0.095008,0.18586,-0.035471
44.1,61.171,7.4088,-0.2335,3.9764,0.092899,-0.97566,-0.15332
44.2,60.973,7.3825,-0.027726,3.908,-0.17345,0.68377,0.21733
44.3,60.774,7.3562,-0.10027,3.9202,0.061148,-0.12206,-0.19142
44.4,60.576,7.3299,-0.13237,3.9789,0.027055,-0.58666,0.027818
44.5,60.378,7.3035,-0.38599,3.9456,0.21378,0.33321,-0.15236
44.6,60.18,7.2772,-0.25382,3.9947,-0.11141,-0.49118,0.26534
44.7,59.981,7.2509,-0.037196,3.9612,-0.18259,0.33467,0.058084
44.8,59.783,7.2246,-0.11296,3.8668,0.063862,0.94406,-0.2011
44.9,59.585,7.1983,-0.19205,3.9016,0.066665,-0.34816,-0.0022872
45,59.387,7.172,-0.31063,3.9194,0.09995,-0.17791,-0.027159
45.1,59.188,7.1468,-0.041985,3.8837,-0.22644,0.35712,0.26632
45.2,58.99,7.1216,-0.081341,3.8954,0.033173,-0.11698,-0.21183
45.3,58.791,7.0963,-0.30708,3.9747,0.19028,-0.79266,-0.12819
45.4,58.593,7.0711,-0.18264,4.0465,-0.1049,-0.71824,0.24085
45.5,58.395,7.0459,-0.32899,4.0315,0.12337,0.14983,-0.18625
45.6,58.196,7.0207,-0.26249,4.086,-0.056052,-0.54425,0.1464
45.7,57.998,6.9955,-0.11673,4.0084,-0.12287,0.77563,0.054518
45.8,57.799,6.9703,-0.34186,4.0234,0.18977,-0.15018,-0.2551
45.9,57.601,6.9451,-0.2896,3.9724,-0.044057,0.51026,0.19079
46,57.403,6.9199,-0.49766,4.0016,0.17538,-0.29215,-0.17905
46.1,57.204,6.8947,-0.41155,3.9326,-0.072583,0.69044,0.20233
46.2,57.006,6.8695,-0.33907,3.8565,-0.061097,0.76106,-0.0093726
46.3,56.807,6.8443,-0.015785,3.8306,-0.2725,0.25849,0.1725
46.4,56.609,6.8191,-0.20203,3.7404,0.15699,0.9018,-0.35044
46.5,56.411,6.7939,-0.47671,3.7391,0.23153,0.012951,-0.060825
46.6,56.212,6.7687,-0.49554,3.708,0.015876,0.31086,0.17597
46.7,56.014,6.7435,-0.10638,3.7743,-0.32803,-0.66298,0.28061
46.8,55.815,6.7183,-0.4519,3.8164,0.29123,-0.42021,-0.50529
46.9,55.617,6.6931,-0.038996,3.8075,-0.34804,0.08873,0.52162
47,55.419,6.6679,-0.23322,3.8092,0.16371,-0.016742,-0.41757
47.1,55.22,6.6427,-0.49364,3.7662,0.21951,0.43006,-0.045526
47.2,55.022,6.6175,-0.50443,3.6724,0.0090974,0.93755,0.17169
47.3,54.823,6.5923,-0.3398,3.6826,-0.13877,-0.10226,0.12066
47.4,54.625,6.5671,-0.36749,3.7737,0.023343,-0.91071,-0.13228
47.5,54.426,6.5419,-0.23068,3.8182,-0.11532,-0.44505,0.11314
47.6,54.228,6.5167,-0.26275,3.7506,0.027032,0.67617,-0.11615
47.7,54.03,6.4915,-0.23555,3.6877,-0.022926,0.62916,0.040764
47.8,53.831,6.4663,-0.28161,3.6569,0.038826,0.30742,-0.050388
47.9,53.633,6.4411,-0.17714,3.7151,-0.088064,-0.5819,0.10354
48,53.434,6.4159,-0.015568,3.731,-0.13619,-0.15851,0.039267
48.1,53.236,6.3907,-0.45678,3.6419,0.3719,0.89103,-0.41458
48.2,53.038,6.3655,-0.05652,3.6439,-0.33738,-0.020496,0.57875
48.3,52.839,6.3403,-0.12926,3.5911,0.061312,0.5283,-0.32532
48.4,52.641,6.3151,-0.31762,3.6685,0.15877,-0.77375,-0.079524
48.5,52.442,6.2899,-0.43454,3.5859,0.098548,0.82545,0.049141
48.6,52.244,6.2647,-0.28501,3.6668,-0.12604,-0.80845,0.18325
48.7,52.046,6.2395,-0.35617,3.5739,0.059981,0.92886,-0.15178
48.8,51.847,6.2143,-0.30204,3.6408,-0.045624,-0.66915,0.08617
48.9,51.649,6.1891,-0.30946,3.6407,0.00625,0.00045923,-0.042327
49,51.45,6.1639,-0.44611,3.6491,0.11518,-0.083133,-0.088884
49.1,51.252,6.1387,-0.30747,3.6,-0.11686,0.49054,0.18934
49.2,51.054,6.1135,-0.15846,3.5375,-0.1256,0.62506,0.0071294
49.3,50.855,6.0883,-0.23437,3.5814,0.063989,-0.43913,-0.1547
49.4,50.657,6.0631,-0.17924,3.5305,-0.046477,0.50924,0.090136
49.5,50.458,6.0379,-0.25064,3.5226,0.060189,0.079362,-0.087036
49.6,50.26,6.0127,-0.33275,3.5893,0.069208,-0.66717,-0.0073591
49.7,50.062,5.9875,-0.28201,3.6186,-0.042771,-0.29364,0.091371
49.8,49.863,5.9623,-0.38547,3.5522,0.087206,0.66416,-0.10606
49.9,49.665,5.9371,-0.083202,3.4759,-0.25478,0.76367,0.27905
50,49.466,5.9119,-0.11386,3.4502,0.025841,0.25636,-0.22898
50.1,49.267,5.9326,-0.10447,3.5357,-0.0079124,-0.85485,0.027542
50.2,49.068,5.9533,-0.014391,3.4737,-0.075929,0.61967,0.055499
50.3,48.87,5.974,-0.094523,3.4763,0.067543,-0.025229,-0.11707
50.4,48.671,5.9947,-0.17367,3.5546,0.066715,-0.78341,0.00067547
50.5,48.472,6.0154,-0.066732,3.4568,-0.090141,0.97811,0.12799
50.6,48.273,6.0361,-0.23916,3.4188,0.14534,0.38,-0.19214
50.7,48.074,6.0568,-0.31726,3.4313,0.065831,-0.12484,0.064874
50.8,47.875,6.0775,-0.25336,3.3774,-0.053856,0.53908,0.097661
50.9,47.676,6.0982,-0.2772,3.3998,0.020094,-0.22452,-0.060341
51,47.477,6.1189,-0.21558,3.4349,-0.051946,-0.35057,0.058782
51.1,47.278,6.1397,-0.35173,3.4999,0.11477,-0.65051,-0.13603
51.2,47.079,6.1604,-0.051618,3.5198,-0.25297,-0.19886,0.30006
51.3,46.88,6.1811,-0.15008,3.6027,0.08299,-0.829,-0.27413
51.4,46.681,6.2018,-0.12684,3.605,-0.019581,-0.02244,0.083694
51.5,46.482,6.2225,-0.28371,3.6402,0.13222,-0.3522,-0.12387
51.6,46.284,6.2432,-0.22152,3.591,-0.052422,0.49129,0.15066
51.7,46.085,6.2639,-0.11343,3.6684,-0.091106,-0.77402,0.031565
51.8,45.886,6.2846,-0.00076716,3.7575,-0.094966,-0.89045,0.0031502
51.9,45.687,6.3053,-0.20203,3.7003,0.16965,0.57207,-0.21591
52,45.488,6.326,-0.33973,3.7259,0.11606,-0.2565,0.043721
52.1,45.289,6.3467,-0.20155,3.6901,-0.11647,0.35885,0.18974
52.2,45.09,6.3674,-0.17848,3.7221,-0.019439,-0.32013,-0.079177
52.3,44.891,6.3881,-0.19172,3.6257,0.011156,0.96346,-0.024964
52.4,44.692,6.4088,-0.21732,3.6342,0.021576,-0.085042,-0.0085022
52.5,44.493,6.4295,-0.22255,3.6417,0.0044143,-0.074885,0.014003
52.6,44.294,6.4502,-0.058165,3.6428,-0.13856,-0.010787,0.11666
52.7,44.095,6.4709,-0.25244,3.5442,0.16375,0.98601,-0.24668
52.8,43.896,6.4916,-0.40014,3.5784,0.1245,-0.34163,0.03203
52.9,43.697,6.5123,-0.035934,3.659,-0.30699,-0.8067,0.35208
53,43.499,6.533,-0.13472,3.5644,0.083265,0.94664,-0.31843
53.1,43.3,6.5537,-0.1069,3.5626,-0.02345,0.017454,0.087075
53.2,43.101,6.5744,-0.21774,3.5031,0.093426,0.59502,-0.095367
53.3,42.902,6.5952,-0.15384,3.5549,-0.053854,-0.51753,0.12018
53.4,42.703,6.6159,-0.20063,3.6229,0.03944,-0.68019,-0.076124
53.5,42.504,6.6366,-0.28382,3.6914,0.070114,-0.68551,-0.025029
53.6,42.305,6.6573,-0.036382,3.6041,-0.20856,0.87298,0.22739
53.7,42.106,6.678,-9.2134e-05,3.5172,-0.030589,0.86974,-0.14522
53.8,41.907,6.6987,-0.40438,3.5026,0.34078,0.14577,-0.30302
53.9,41.708,6.7194,-0.23481,3.5501,-0.14294,-0.47528,0.3947
54,41.509,6.7401,-0.26763,3.6032,0.027666,-0.53102,-0.13921
54.1,41.31,6.7608,-0.061649,3.647,-0.17362,-0.43818,0.16424
54.2,41.111,6.7815,-0.283,3.5731,0.18658,0.73973,-0.29391
54.3,40.913,6.8022,-0.24076,3.5504,-0.0356,0.22672,0.18129
54.4,40.714,6.8229,-0.32054,3.5215,0.067245,0.28922,-0.083917
54.5,40.515,6.8436,-0.10001,3.5643,-0.18588,-0.42848,0.20654
54.6,40.316,6.8643,-0.17926,3.6259,0.066801,-0.61551,-0.20618
54.7,40.117,6.885,-0.33422,3.6818,0.13061,-0.55974,-0.052065
54.8,39.918,6.9057,-0.030696,3.6411,-0.25584,0.40728,0.31533
54.9,39.719,6.9264,-0.037413,3.611,0.0056618,0.3016,-0.21337
55,39.52,6.9471,-0.2733,3.5125,0.19883,0.98479,-0.15762
55.1,39.324,6.9866,-0.38808,3.4237,0.096755,0.88813,0.083288
55.2,39.128,7.0261,-0.25106,3.3932,-0.1155,0.3041,0.17319
55.3,38.932,7.0656,-0.32278,3.3633,0.060453,0.299,-0.14357
55.4,38.736,7.1051,-0.33706,3.2824,0.012037,0.80932,0.039506
55.5,38.54,7.1446,-0.21824,3.2611,-0.10016,0.21343,0.091545
55.6,38.344,7.1841,-0.20738,3.2686,-0.0091507,-0.075258,-0.074257
55.7,38.148,7.2236,-0.20851,3.2281,0.00094997,0.40519,-0.0082418
55.8,37.952,7.2631,-0.086103,3.273,-0.10318,-0.44965,0.084963
55.9,37.755,7.3026,-0.21558,3.1947,0.10914,0.78318,-0.17324
56,37.559,7.3421,-0.058919,3.2253,-0.13205,-0.30543,0.19681
56.1,37.363,7.3815,-0.27167,3.2453,0.17933,-0.19994,-0.25408
56.2,37.167,7.421,-0.098342,3.2468,-0.1461,-0.015234,0.26554
56.3,36.971,7.4605,-0.31111,3.1853,0.17934,0.61489,-0.26555
56.4,36.775,7.5,-0.093991,3.1772,-0.18301,0.08087,0.29567
56.5,36.579,7.5395,-0.28585,3.1938,0.16172,-0.16564,-0.28129
56.6,36.383,7.579,-0.2379,3.2082,-0.040418,-0.1445,0.16494
56.7,36.187,7.6185,-0.0066394,3.129,-0.19493,0.79247,0.12608
56.8,35.991,7.658,-0.0010458,3.2133,-0.0047148,-0.84313,-0.15521
56.9,35.795,7.6975,-0.20326,3.2981,0.17045,-0.84799,-0.14293
57,35.599,7.737,-0.013542,3.3608,-0.15992,-0.62742,0.26957
57.1,35.403,7.7765,-0.1805,3.38,0.14073,-0.19181,-0.24532
57.2,35.207,7.816,-0.24835,3.2982,0.057195,0.8181,0.068161
57.3,35.011,7.8555,-0.051848,3.2616,-0.16563,0.36625,0.18182
57.4,34.815,7.8949,-0.13352,3.3405,0.068842,-0.78906,-0.19132
57.5,34.618,7.9344,-0.18643,3.4264,0.0446,-0.85934,0.019781
57.6,34.422,7.9739,-0.29528,3.3976,0.091746,0.28785,-0.038469
57.7,34.226,8.0134,-0.093121,3.4266,-0.1704,-0.28965,0.2139
57.8,34.03,8.0529,-0.24248,3.3694,0.12589,0.57196,-0.24176
57.9,33.834,8.0924,-0.16116,3.2803,-0.068544,0.89127,0.15865
58,33.638,8.1319,-0.24441,3.2267,0.070172,0.53555,-0.11319
58.1,33.442,8.1714,-0.11794,3.1944,-0.1066,0.32325,0.14424
58.2,33.246,8.2109,-0.26788,3.2497,0.12639,-0.55287,-0.19011
58.3,33.05,8.2504,-0.21112,3.2403,-0.047844,0.093368,0.14216
58.4,32.854,8.2899,-0.18087,3.2911,-0.025496,-0.50755,-0.018236
58.5,32.658,8.3294,-0.0054475,3.2353,-0.14786,0.55848,0.099849
58.6,32.462,8.3689,-0.31365,3.2765,0.25979,-0.41281,-0.33263
58.7,32.266,8.4083,-0.34016,3.3156,0.022346,-0.39115,0.19374
58.8,32.07,8.4478,-0.35077,3.3789,0.0089443,-0.63275,0.010935
58.9,31.874,8.4873,-0.037933,3.3316,-0.26369,0.4731,0.22246
59,31.678,8.5268,-0.033916,3.2819,-0.0033856,0.49732,-0.2124
59.1,31.482,8.5663,-0.14655,3.2762,0.094938,0.05649,-0.080229
59.2,31.285,8.6058,-0.23567,3.2754,0.075125,0.0080835,0.016167
59.3,31.089,8.6453,-0.33778,3.358,0.086066,-0.82526,-0.0089279
59.4,30.893,8.6848,-0.33692,3.4279,-0.00072633,-0.69988,0.07082
59.5,30.697,8.7243,-0.087168,3.4138,-0.21052,0.14128,0.17118
59.6,30.501,8.7638,-0.21118,3.3817,0.10453,0.32138,-0.25706
59.7,30.305,8.8033,-0.33433,3.4575,0.10381,-0.75835,0.00058789
59.8,30.109,8.8428,-0.33999,3.458,0.004775,-0.0051278,0.080805
59.9,29.913,8.8823,-0.28169,3.501,-0.049146,-0.43,0.043998
60,29.717,8.9217,-0.33395,3.4282,0.04405,0.72834,-0.076044
60.1,29.542,9.0183,-0.24461,3.502,-0.0753,-0.7383,0.097385
60.2,29.367,9.1149,-0.1672,3.4795,-0.065255,0.22559,-0.0081967
60.3,29.191,9.2114,-0.12652,3.5258,-0.034283,-0.46312,-0.025272
60.4,29.016,9.308,-0.24706,3.5387,0.1016,-0.12916,-0.11088
60.5,28.841,9.4045,-0.16235,3.562,-0.071404,-0.23266,0.14117
60.6,28.666,9.5011,-0.2287,3.5829,0.05593,-0.20959,-0.1039
60.7,28.491,9.5976,-0.046071,3.6395,-0.15394,-0.56586,0.17125
60.8,28.316,9.6942,-0.20637,3.6432,0.13512,-0.036612,-0.23587
60.9,28.141,9.7907,-0.18097,3.6518,-0.021411,-0.086802,0.12772
61,27.965,9.8873,-0.20171,3.6568,0.017483,-0.049139,-0.031736
61.1,27.79,9.9838,-0.26009,3.7041,0.049205,-0.47339,-0.025884
61.2,27.615,10.08,-0.11963,3.721,-0.11839,-0.1689,0.13675
61.3,27.44,10.177,-0.23613,3.6552,0.098193,0.65794,-0.17673
61.4,27.265,10.273,-0.1426,3.5754,-0.078831,0.79791,0.14444
61.5,27.09,10.37,-0.28339,3.5119,0.11867,0.63534,-0.16115
61.6,26.915,10.467,-0.0015258,3.4516,-0.23758,0.60277,0.29069
61.7,26.739,10.563,-0.14452,3.4119,0.12053,0.39662,-0.29221
61.8,26.564,10.66,-0.15165,3.4373,0.006009,-0.25394,0.093447
61.9,26.389,10.756,-0.25472,3.3726,0.086874,0.64668,-0.065983
62,26.214,10.853,-0.29613,3.4273,0.03491,-0.54623,0.042401
62.1,26.039,10.949,-0.22341,3.3945,-0.061299,0.32796,0.078503
62.2,25.864,11.046,-0.13914,3.4505,-0.071034,-0.56034,0.0079427
62.3,25.688,11.142,-0.24147,3.4765,0.086259,-0.2596,-0.12834
62.4,25.513,11.239,-0.13409,3.5199,-0.090515,-0.43424,0.14424
62.5,25.338,11.336,-0.25313,3.5162,0.10035,0.037103,-0.15573
62.6,25.163,11.432,-0.10938,3.4818,-0.12117,0.34345,0.18075
62.7,24.988,11.529,-0.0079798,3.5073,-0.085472,-0.25509,-0.029129
62.8,24.813,11.625,-0.14482,3.4804,0.11535,0.26938,-0.16386
62.9,24.638,11.722,-0.22067,3.4519,0.063934,0.28516,0.041951
63,24.462,11.818,-0.10229,3.3831,-0.09979,0.68819,0.13359
63.1,24.287,11.915,-0.050861,3.3005,-0.043346,0.82592,-0.046056
63.2,24.112,12.011,-0.2241,3.3355,0.14603,-0.35052,-0.15452
63.3,23.937,12.108,-0.29194,3.3904,0.057179,-0.54877,0.072495
63.4,23.762,12.205,-0.05219,3.3053,-0.20208,0.85106,0.21155
63.5,23.587,12.301,-0.053139,3.3366,0.0008,-0.31342,-0.16555
63.6,23.412,12.398,-0.0040523,3.2517,-0.041376,0.84917,0.034414
63.7,23.236,12.494,-0.21751,3.3202,0.17993,-0.68441,-0.18057
63.8,23.061,12.591,-0.046072,3.3524,-0.14451,-0.32279,0.26473
63.9,22.886,12.687,-0.11056,3.3039,0.054355,0.48508,-0.16227
64,22.711,12.784,-0.15232,3.3655,0.035204,-0.61579,0.015626
64.1,22.536,12.88,-0.14789,3.373,-0.0037397,-0.074411,0.031777
64.2,22.361,12.977,-0.20003,3.3312,0.043951,0.41762,-0.038914
64.3,22.185,13.073,-0.037352,3.3592,-0.13712,-0.28014,0.14775
64.4,22.01,13.17,-0.02081,3.2967,-0.013943,0.62479,-0.10051
64.5,21.835,13.267,-0.14899,3.3779,0.10804,-0.81125,-0.099538
64.6,21.66,13.363,-0.047326,3.4031,-0.085695,-0.25288,0.15808
64.7,21.485,13.46,-0.2233,3.3331,0.14833,0.70071,-0.19095
64.8,21.31,13.556,-0.16674,3.2843,-0.047674,0.4877,0.15993
64.9,21.135,13.653,-0.049719,3.21,-0.098637,0.7426,0.041584
65,20.959,13.749,-0.19655,3.1749,0.12376,0.35096,-0.18147
65.1,20.806,13.878,-0.0030214,3.2279,-0.16313,-0.5292,0.23409
65.2,20.653,14.007,-0.2516,3.2518,0.20953,-0.23921,-0.30407
65.3,20.5,14.135,-0.20487,3.2193,-0.039386,0.3253,0.2031
65.4,20.347,14.264,-0.029406,3.2635,-0.1479,-0.44198,0.088544
65.5,20.194,14.392,-0.083314,3.2076,0.045439,0.55862,-0.15776
65.6,20.04,14.521,-0.09311,3.2096,0.0082576,-0.02004,0.030339
65.7,19.887,14.65,-0.17764,3.1771,0.071249,0.32475,-0.051399
65.8,19.734,14.778,-0.27897,3.1049,0.085412,0.72192,-0.011556
65.9,19.581,14.907,-0.038392,3.0686,-0.20278,0.36367,0.23516
66,19.428,15.035,-0.040866,3.0803,0.0020854,-0.11727,-0.16717
66.1,19.274,15.164,-0.04735,3.0889,0.0054651,-0.085984,-0.0027577
66.2,19.121,15.293,-0.17998,3.0419,0.1118,0.47005,-0.086762
66.3,18.968,15.421,-0.1085,3.0765,-0.060248,-0.34625,0.14038
66.4,18.815,15.55,-0.19184,3.0276,0.070243,0.4887,-0.10648
66.5,18.662,15.678,-0.26431,2.9769,0.061089,0.50714,0.0074689
66.6,18.509,15.807,-0.0029849,2.936,-0.22028,0.40958,0.22958
66.7,18.355,15.935,-0.052236,2.9666,0.041514,-0.30644,-0.21361
66.8,18.202,16.064,-0.13241,2.9784,0.067579,-0.11739,-0.021268
66.9,18.049,16.193,-0.24291,2.958,0.093143,0.2037,-0.020859
67,17.896,16.321,-0.16355,2.9709,-0.066898,-0.12909,0.13059
67.1,17.743,16.45,-0.1795,2.9576,0.013449,0.13322,-0.06556
67.2,17.59,16.578,-0.23125,2.8991,0.043621,0.58463,-0.024619
67.3,17.436,16.707,-0.19285,2.8666,-0.032372,0.32509,0.062007
67.4,17.283,16.836,-0.0897,2.7947,-0.086942,0.71904,0.044528
67.5,17.13,16.964,-0.22998,2.7961,0.11824,-0.014341,-0.16742
67.6,16.977,17.093,-0.024742,2.736,-0.17299,0.60122,0.23764
67.7,16.824,17.221,-0.020781,2.7599,-0.0033391,-0.23879,-0.13843
67.8,16.67,17.35,-0.052584,2.7596,0.026807,0.0029052,-0.024598
67.9,16.517,17.479,-0.21017,2.7096,0.13283,0.49981,-0.086507
68,16.364,17.607,-0.2402,2.7324,0.025318,-0.22804,0.087722
68.1,16.211,17.736,-0.28538,2.7424,0.038081,-0.099437,-0.010414
68.2,16.058,17.864,-0.030953,2.7757,-0.21446,-0.33289,0.20606
68.3,15.905,17.993,-0.042838,2.798,0.010017,-0.22398,-0.18316
68.4,15.751,18.122,-0.23539,2.8653,0.1623,-0.67253,-0.12426
68.5,15.598,18.25,-0.19253,2.7894,-0.036132,0.75935,0.16192
68.6,15.445,18.379,-0.14246,2.8307,-0.042203,-0.41378,0.0049538
68.7,15.292,18.507,-0.16824,2.8276,0.021735,0.031002,-0.052171
68.8,15.139,18.636,-0.28751,2.8525,0.10053,-0.24882,-0.064297
68.9,14.986,18.765,-0.18073,2.8817,-0.090009,-0.29184,0.15548
69,14.832,18.893,-0.19441,2.8977,0.011532,-0.16002,-0.082854
69.1,14.679,19.022,-0.23884,2.9351,0.037447,-0.37374,-0.021145
69.2,14.526,19.15,-0.2605,2.9458,0.018263,-0.10702,0.015653
69.3,14.373,19.279,-0.17324,2.9194,-0.073557,0.26349,0.074922
69.4,14.22,19.408,-0.22186,2.9821,0.040988,-0.62655,-0.093465
69.5,14.066,19.536,-0.050939,3.0389,-0.14407,-0.56784,0.151
69.6,13.913,19.665,-0.14982,3.0237,0.083344,0.15154,-0.18556
69.7,13.76,19.793,-0.014661,2.9874,-0.11392,0.36285,0.16096
69.8,13.607,19.922,0,3.0338,-0.012358,-0.46314,-0.082873
69.9,13.454,20.051,0,3,0,0.33755,-0.010084
