t,x,y,th,v,omega,acc,gamma
7,86.51,50.285,0.034655,3.1865,0.63535,0.031903,-0.81821
7.1,86.614,50.247,0.81909,3.1819,-0.6612,0.046136,1.0579
7.2,86.718,50.21,0.47796,3.2255,0.28754,-0.43667,-0.77414
7.3,86.822,50.172,0.43324,3.228,0.03769,-0.02488,0.20387
7.4,86.926,50.135,0.66407,3.1818,-0.19456,0.46207,0.18951
7.5,87.03,50.097,0.12379,3.154,0.4554,0.27844,-0.53035
7.6,87.134,50.06,0.6575,3.1507,-0.44987,0.032621,0.73867
7.7,87.238,50.022,0.089764,3.1255,0.47855,0.25207,-0.75756
7.8,87.342,49.985,0.83478,3.0898,-0.62798,0.35759,0.90289
7.9,87.446,49.947,0.46783,3.0751,0.3093,0.14706,-0.76479
8,87.55,49.91,0.10152,3.0867,0.30876,-0.11611,0.00043969
8.1,87.654,49.872,0.099535,3.107,0.0016776,-0.20304,0.25057
8.2,87.758,49.835,0.48691,3.0886,-0.32652,0.18386,0.2678
8.3,87.862,49.798,0.57556,3.101,-0.074721,-0.12407,-0.20546
8.4,87.966,49.76,0.81655,3.0642,-0.20313,0.36833,0.10478
8.5,88.07,49.723,0.124,3.0944,0.58375,-0.30219,-0.64207
8.6,88.174,49.685,0.82886,3.0588,-0.59412,0.35549,0.9611
8.7,88.278,49.648,0.074296,3.0704,0.63602,-0.11607,-1.0038
8.8,88.382,49.61,0.26955,3.0744,-0.16458,-0.039915,0.65326
8.9,88.486,49.573,0.80128,3.0821,-0.4482,-0.076281,0.23142
9,88.59,49.535,0.17212,3.0952,0.53032,-0.1316,-0.79843
9.1,88.694,49.498,0.17322,3.0924,-0.00092029,0.028407,0.43347
9.2,88.798,49.46,0.11485,3.1249,0.049198,-0.32522,-0.040894
9.3,88.902,49.423,0.64626,3.0849,-0.44793,0.3995,0.40564
9.4,89.006,49.385,0.94302,3.0892,-0.25014,-0.042359,-0.16139
9.5,89.11,49.348,0.56852,3.086,0.31567,0.031479,-0.46167
9.6,89.214,49.31,0.30587,3.1259,0.22139,-0.39902,0.076928
9.7,89.318,49.273,0.81604,3.0822,-0.43003,0.43769,0.53153
9.8,89.422,49.235,0.39333,3.0751,0.35631,0.070687,-0.64162
9.9,89.526,49.198,0.82752,3.0474,-0.36599,0.27734,0.58936
10,89.63,49.16,0.61092,3.0553,0.18258,-0.079258,-0.44761
10.1,89.648,48.961,0.63985,3.0472,-0.024386,0.080502,0.16888
10.2,89.665,48.762,-1.0293,3.042,1.4069,0.052851,-1.1679
10.3,89.683,48.563,-0.78355,3.0419,-0.20714,6.7637e-05,1.317
10.4,89.7,48.363,-1.0059,3.0479,0.18746,-0.059243,-0.32198
10.5,89.718,48.164,-0.68717,3.0565,-0.2687,-0.086499,0.37221
10.6,89.735,47.965,-0.22211,3.0589,-0.392,-0.023362,0.10061
10.7,89.753,47.766,-0.16836,3.0583,-0.045303,0.0058516,-0.28289
10.8,89.77,47.566,-0.5772,3.0537,0.34461,0.04549,-0.31816
10.9,89.788,47.367,-0.20356,3.0621,-0.31494,-0.083974,0.53817
11,89.805,47.168,-0.94518,3.0574,0.62512,0.047529,-0.76705
11.1,89.823,46.969,-0.36456,3.0579,-0.48941,-0.0056749,0.90941
11.2,89.84,46.769,-0.82991,3.0592,0.39224,-0.012931,-0.7194
11.3,89.858,46.57,-0.10178,3.0566,-0.61375,0.026712,0.82085
11.4,89.875,46.371,-0.4204,3.0479,0.26857,0.086308,-0.71994
11.5,89.893,46.172,-0.19854,3.0463,-0.18701,0.016688,0.37174
11.6,89.91,45.973,-0.82151,3.0499,0.52511,-0.036944,-0.58107
11.7,89.928,45.773,-0.055106,3.0532,-0.64601,-0.032152,0.95559
11.8,89.945,45.574,-0.27759,3.0467,0.18753,0.064871,-0.68014
11.9,89.963,45.375,-0.051418,3.04,-0.19064,0.066926,0.30858
12,89.98,45.176,-0.1728,3.038,0.10231,0.020261,-0.23904
12.1,89.998,44.976,-0.52401,3.0329,0.29603,0.050694,-0.15807
12.2,90.015,44.777,-1.0104,3.0369,0.40996,-0.040216,-0.092962
12.3,90.033,44.578,-0.038938,3.0393,-0.81883,-0.023532,1.0026
12.4,90.05,44.379,-0.81718,3.0361,0.65598,0.031791,-1.2034
12.5,90.068,44.179,-0.12314,3.0436,-0.58501,-0.074696,1.0126
12.6,90.085,43.98,-0.98273,3.0406,0.72456,0.029191,-1.0686
12.7,90.103,43.781,-0.76784,3.0383,-0.18114,0.023633,0.73901
12.8,90.12,43.582,-0.49717,3.0299,-0.22815,0.08346,0.03836
12.9,90.138,43.382,-0.56794,3.0292,0.059658,0.0068574,-0.23484
13,90.155,43.183,-0.28718,3.023,-0.23666,0.062905,0.24178
13.1,90.173,42.984,-0.29988,3.0259,0.01071,-0.029683,-0.20185
13.2,90.19,42.785,-0.2758,3.0344,-0.020299,-0.084356,0.025302
13.3,90.208,42.586,-0.78299,3.0373,0.42752,-0.029553,-0.3654
13.4,90.225,42.386,-0.02578,3.0345,-0.63826,0.028156,0.86963
13.5,90.242,42.187,-0.32005,3.0335,0.24804,0.01023,-0.72319
13.6,90.26,41.988,-0.20603,3.0282,-0.096107,0.052629,0.28081
13.7,90.277,41.789,-0.086217,3.0322,-0.10099,-0.039807,0.0039856
13.8,90.295,41.589,-0.13105,3.0274,0.037787,0.047504,-0.11324
13.9,90.312,41.39,-0.23411,3.0354,0.086868,-0.079568,-0.040048
14,90.33,41.191,-0.8488,3.0389,0.51813,-0.035161,-0.35189
14.1,90.347,40.992,-0.81882,3.0409,-0.025274,-0.01999,0.4434
14.2,90.365,40.792,-0.16198,3.0474,-0.55365,-0.064455,0.43114
14.3,90.382,40.593,-0.077653,3.0453,-0.071082,0.020391,-0.39376
14.4,90.4,40.394,-0.75133,3.0455,0.56784,-0.0016896,-0.52134
14.5,90.417,40.195,-0.062389,3.0468,-0.58071,-0.012935,0.93718
14.6,90.435,39.996,-0.43498,3.0492,0.31406,-0.023731,-0.7301
14.7,90.452,39.796,-0.51244,3.0568,0.065288,-0.07671,0.20299
14.8,90.47,39.597,-0.32183,3.0599,-0.16067,-0.030736,0.18437
14.9,90.487,39.398,-0.66002,3.0513,0.28507,0.085871,-0.3637
15,90.505,39.199,-0.71312,3.0584,0.044755,-0.070534,0.19609
15.1,90.54,39.002,-0.7233,3.0557,0.008584,0.027095,0.029514
15.2,90.575,38.805,-0.68972,3.059,-0.028312,-0.033408,0.030106
15.3,90.611,38.608,-0.88196,3.0558,0.16204,0.031928,-0.15532
15.4,90.646,38.411,-0.90055,3.0523,0.015676,0.035075,0.11943
15.5,90.681,38.214,-0.71844,3.0399,-0.15351,0.12415,0.13805
15.6,90.717,38.017,-0.52325,3.0557,-0.16453,-0.15848,0.0089926
15.7,90.752,37.821,-0.61373,3.0461,0.076272,0.096286,-0.19648
15.8,90.787,37.624,-0.66423,3.0511,0.042564,-0.049598,0.027504
15.9,90.823,37.427,-0.24748,3.0363,-0.35128,0.14765,0.32136
16,90.858,37.23,-0.73054,3.0249,0.40717,0.11421,-0.61886
16.1,90.893,37.033,-0.19488,3.0142,-0.45151,0.10637,0.70065
16.2,90.928,36.836,-0.57261,2.9994,0.3184,0.14867,-0.62821
16.3,90.964,36.639,-0.49329,2.9923,-0.066862,0.071027,0.31436
16.4,90.999,36.443,-0.81113,2.9897,0.26791,0.02598,-0.27316
16.5,91.034,36.246,-0.29732,2.9808,-0.43309,0.08859,0.57199
16.6,91.07,36.049,-0.39897,2.9713,0.085678,0.095087,-0.4233
16.7,91.105,35.852,-0.10089,2.9627,-0.25125,0.086345,0.27492
16.8,91.14,35.655,-0.077564,2.9627,-0.019663,-0.00021356,-0.18897
16.9,91.176,35.458,-0.62833,2.9682,0.46425,-0.055137,-0.39485
17,91.211,35.261,-0.49031,2.9716,-0.11634,-0.034132,0.47374
17.1,91.246,35.065,-0.44451,2.9609,-0.038607,0.10737,-0.063427
17.2,91.281,34.868,-0.90245,2.9575,0.386,0.034099,-0.34646
17.3,91.317,34.671,-0.70593,2.941,-0.16564,0.16478,0.45012
17.4,91.352,34.474,-0.64666,2.9509,-0.049957,-0.099178,-0.094395
17.5,91.387,34.277,-0.27225,2.9605,-0.31559,-0.095744,0.21675
17.6,91.423,34.08,-0.53217,2.9464,0.21909,0.14091,-0.43628
17.7,91.458,33.883,-0.53465,2.9561,0.0020893,-0.097188,0.17706
17.8,91.493,33.687,-0.43632,2.9406,-0.082886,0.15487,0.069337
17.9,91.529,33.49,-0.28256,2.9536,-0.1296,-0.12978,0.038115
18,91.564,33.293,-0.75942,2.9669,0.40194,-0.13251,-0.43372
18.1,91.599,33.096,-0.049685,2.953,-0.59824,0.13862,0.81611
18.2,91.635,32.899,-0.44401,2.9613,0.33238,-0.083327,-0.75935
18.3,91.67,32.702,-0.37101,2.9691,-0.061531,-0.077958,0.32142
18.4,91.705,32.505,-0.80832,2.979,0.36861,-0.09851,-0.35098
18.5,91.74,32.308,-0.7959,2.9961,-0.010462,-0.17125,0.3093
18.6,91.776,32.112,-0.55558,2.9898,-0.20257,0.062749,0.15676
18.7,91.811,31.915,-0.69272,2.9741,0.1156,0.1569,-0.25962
18.8,91.846,31.718,-0.22554,2.9917,-0.39379,-0.17541,0.41564
18.9,91.882,31.521,-0.099754,2.9962,-0.10603,-0.044987,-0.2348
19,91.917,31.324,-0.071533,3.0078,-0.023787,-0.1166,-0.067105
19.1,91.952,31.127,-0.17674,2.9906,0.088683,0.17239,-0.091771
19.2,91.988,30.93,-0.31365,2.9984,0.1154,-0.077896,-0.021802
19.3,92.023,30.734,-0.67658,3.0016,0.30591,-0.032142,-0.15545
19.4,92.058,30.537,-0.25046,3.0003,-0.35917,0.012711,0.54268
19.5,92.093,30.34,-0.42735,3.017,0.1491,-0.16667,-0.41473
19.6,92.129,30.143,-0.52154,3.0006,0.079396,0.16374,0.056873
19.7,92.164,29.946,-0.20503,2.9944,-0.26679,0.062439,0.28247
19.8,92.199,29.749,-0.11444,3,-0.076363,-0.055957,-0.15538
19.9,92.235,29.552,-0.25665,3.0155,0.11987,-0.15528,-0.16012
20,92.27,29.356,-0.41214,3.0174,0.13106,-0.018685,-0.0091266
20.1,92.098,29.254,-0.4575,3.0064,0.03824,0.10949,0.075736
20.2,91.926,29.152,-0.43096,2.9935,-0.02237,0.1295,0.049455
20.3,91.754,29.05,-0.15883,2.9404,-0.22938,0.53034,0.16892
20.4,91.581,28.948,-0.61147,2.867,0.38153,0.73476,-0.49848
20.5,91.409,28.847,-0.69732,2.9025,0.072364,-0.35529,0.25227
20.6,91.237,28.745,-0.5139,2.962,-0.1546,-0.5947,0.18519
20.7,91.065,28.643,-0.084745,3.0282,-0.36174,-0.66242,0.16902
20.8,90.893,28.541,-0.59483,3.0003,0.42996,0.27946,-0.646
20.9,90.721,28.44,-0.27067,2.9241,-0.27324,0.76118,0.57378
21,90.548,28.338,-0.29452,2.8929,0.020101,0.31217,-0.23935
21.1,90.376,28.236,-0.28814,2.9703,-0.0053811,-0.77357,0.020792
21.2,90.204,28.134,-0.54238,2.9605,0.2143,0.097811,-0.17925
21.3,90.032,28.032,-0.48442,3.0179,-0.048856,-0.5744,0.21473
21.4,89.86,27.931,-0.29117,3.0221,-0.16289,-0.041519,0.093047
21.5,89.688,27.829,-0.44703,3.0409,0.13137,-0.18824,-0.2401
21.6,89.515,27.727,-0.29321,2.9906,-0.12965,0.50325,0.21298
21.7,89.343,27.625,-0.55118,3.0032,0.21744,-0.12608,-0.28322
21.8,89.171,27.524,-0.55521,3.0047,0.0033973,-0.014726,0.17465
21.9,88.999,27.422,-0.11211,2.9421,-0.37349,0.62596,0.30753
22,88.827,27.32,-0.65338,2.9142,0.45624,0.27891,-0.67703
22.1,88.655,27.218,-0.58362,2.9916,-0.058798,-0.77392,0.42025
22.2,88.482,27.116,-0.74749,3.0701,0.13812,-0.78554,-0.16068
22.3,88.31,27.015,-0.0035484,3.0765,-0.62707,-0.063829,0.62437
22.4,88.138,26.913,-0.071698,3.0382,0.057443,0.38303,-0.55854
22.5,87.966,26.811,-0.22198,3.0303,0.12667,0.078639,-0.05649
22.6,87.794,26.709,-0.70586,2.9868,0.40786,0.43526,-0.22944
22.7,87.622,26.608,-0.67256,2.9554,-0.028065,0.31401,0.3557
22.8,87.449,26.506,-0.66827,2.9899,-0.0036206,-0.34502,-0.019945
22.9,87.277,26.404,-0.36561,3.0549,-0.25511,-0.64983,0.20521
23,87.105,26.302,-0.72168,3.0193,0.30013,0.35589,-0.45306
23.1,86.933,26.2,-0.0028197,2.9999,-0.60593,0.19421,0.73932
23.2,86.761,26.099,-0.6723,2.9434,0.56431,0.56518,-0.95487
23.3,86.589,25.997,-0.56792,2.9503,-0.087986,-0.068945,0.53225
23.4,86.416,25.895,-0.56111,2.8856,-0.0057381,0.64638,-0.067111
23.5,86.244,25.793,-0.70684,2.875,0.12284,0.10635,-0.10491
23.6,86.072,25.691,-0.65308,2.9239,-0.045313,-0.48933,0.13721
23.7,85.9,25.59,-0.59337,2.9526,-0.050336,-0.28677,0.0040992
23.8,85.728,25.488,-0.54616,2.9352,-0.039791,0.17419,-0.0086044
23.9,85.556,25.386,-0.010036,2.9427,-0.4519,-0.075407,0.33627
24,85.383,25.284,-0.17411,2.8906,0.1383,0.52083,-0.48158
24.1,85.211,25.183,-0.26073,2.9651,0.073011,-0.74497,0.053274
24.2,85.039,25.081,-0.076842,3.0287,-0.155,-0.63525,0.18605
24.3,84.867,24.979,-0.6611,3.0901,0.49247,-0.6139,-0.52832
24.4,84.695,24.877,-0.65436,3.1248,-0.0056822,-0.34706,0.40648
24.5,84.523,24.775,-0.25537,3.1447,-0.33631,-0.19915,0.26978
24.6,84.35,24.674,-0.03122,3.1884,-0.18894,-0.43684,-0.12025
24.7,84.178,24.572,-0.065675,3.1668,0.029043,0.21544,-0.17786
24.8,84.006,24.47,-0.52267,3.248,0.38521,-0.81184,-0.29062
24.9,83.834,24.368,-0.38498,3.2505,-0.11606,-0.02526,0.40902
25,83.662,24.267,-0.40665,3.1737,0.018266,0.76786,-0.10961
25.1,83.627,24.07,-0.77212,3.1884,0.30805,-0.14622,-0.23646
25.2,83.592,23.873,-0.45726,3.2019,-0.26539,-0.13583,0.46791
25.3,83.558,23.676,-0.35975,3.1953,-0.082194,0.066606,-0.14948
25.4,83.523,23.479,-0.51317,3.2098,0.12932,-0.1448,-0.17259
25.5,83.488,23.282,-0.80484,3.2068,0.24585,0.029434,-0.095086
25.6,83.453,23.085,-0.48622,3.2217,-0.26856,-0.1485,0.41974
25.7,83.419,22.888,-0.5565,3.2252,0.059238,-0.03551,-0.26748
25.8,83.384,22.691,-0.59761,3.2408,0.034652,-0.15558,0.020062
25.9,83.349,22.494,-0.28403,3.2523,-0.26432,-0.11516,0.24395
26,83.315,22.297,-0.73832,3.2519,0.38292,0.0037488,-0.52813
26.1,83.28,22.1,-0.30013,3.2463,-0.36935,0.056594,0.61383
26.2,83.245,21.903,-0.73283,3.2608,0.36473,-0.14521,-0.59898
26.3,83.21,21.706,-0.062762,3.254,-0.56481,0.067602,0.75847
26.4,83.176,21.509,-0.34839,3.2432,0.24076,0.10825,-0.65731
26.5,83.141,21.312,-0.5326,3.2542,0.15527,-0.11038,0.069758
26.6,83.106,21.115,-0.11091,3.2647,-0.35544,-0.10446,0.41672
26.7,83.071,20.918,-0.017353,3.2583,-0.078862,0.063815,-0.22568
26.8,83.037,20.721,-0.56254,3.2619,0.45954,-0.036317,-0.43932
26.9,83.002,20.524,-0.6592,3.2596,0.081476,0.023237,0.30849
27,82.967,20.327,-0.39548,3.2428,-0.22229,0.16845,0.24786
27.1,82.933,20.13,-0.29753,3.2457,-0.08256,-0.029491,-0.11401
27.2,82.898,19.933,-0.10445,3.2334,-0.16275,0.12356,0.065433
27.3,82.863,19.736,-0.38153,3.2262,0.23355,0.07122,-0.32337
27.4,82.828,19.539,-0.37732,3.2404,-0.0035506,-0.1418,0.19347
27.5,82.794,19.342,-9.7732e-05,3.2311,-0.31796,0.093198,0.25655
27.6,82.759,19.146,-0.77036,3.239,0.64926,-0.078677,-0.78921
27.7,82.724,18.949,-0.63553,3.2276,-0.11364,0.11369,0.6225
27.8,82.69,18.752,-0.21491,3.236,-0.35455,-0.083733,0.19657
27.9,82.655,18.555,-0.17961,3.2412,-0.029755,-0.0519,-0.26502
28,82.62,18.358,-0.053835,3.2406,-0.10601,0.0059899,0.062224
28.1,82.585,18.161,-0.75772,3.2577,0.59331,-0.17133,-0.57062
28.2,82.551,17.964,-0.73095,3.275,-0.022567,-0.17273,0.50253
28.3,82.516,17.767,-0.4539,3.2848,-0.23353,-0.098194,0.17213
28.4,82.481,17.57,-0.27606,3.2905,-0.1499,-0.057691,-0.068237
28.5,82.446,17.373,-0.1213,3.2858,-0.13045,0.047193,-0.015865
28.6,82.412,17.176,-0.29891,3.2994,0.14971,-0.13594,-0.2286
28.7,82.377,16.979,-0.4217,3.286,0.1035,0.13409,0.037702
28.8,82.342,16.782,-0.16617,3.2763,-0.21539,0.096876,0.26021
28.9,82.308,16.585,-0.032988,3.2755,-0.11226,0.0079142,-0.084151
29,82.273,16.388,-0.118,3.2735,0.071654,0.02055,-0.15007
29.1,82.238,16.191,-0.11902,3.2564,0.00086071,0.1704,0.057765
29.2,82.203,15.994,-0.23124,3.2584,0.094591,-0.01945,-0.076481
29.3,82.169,15.797,-0.45674,3.2704,0.19008,-0.12013,-0.077913
29.4,82.134,15.6,-0.36332,3.2569,-0.078745,0.13538,0.21935
29.5,82.099,15.403,-0.033254,3.2502,-0.27821,0.066565,0.16276
29.6,82.065,15.206,-0.12414,3.2634,0.076609,-0.13169,-0.28952
29.7,82.03,15.009,-0.16286,3.2659,0.032639,-0.025433,0.035878
29.8,81.995,14.812,-0.38632,3.276,0.18835,-0.10047,-0.12705
29.9,81.96,14.615,-0.42756,3.2642,0.034762,0.11763,0.12532
30,81.926,14.418,-0.15913,3.2626,-0.22626,0.015784,0.21298
30.1,81.746,14.33,-0.60739,3.2135,0.37784,0.49158,-0.49292
30.2,81.567,14.242,-0.34739,3.1681,-0.21916,0.45365,0.48712
30.3,81.387,14.153,-0.32959,3.2136,-0.015,-0.45472,-0.16658
30.4,81.208,14.065,-0.22502,3.198,-0.088145,0.15562,0.059684
30.5,81.029,13.976,-0.32622,3.1922,0.0853,0.05837,-0.14152
30.6,80.849,13.888,-0.61853,3.1808,0.24639,0.11393,-0.13144
30.7,80.67,13.8,-0.36634,3.2642,-0.21257,-0.83464,0.37449
30.8,80.49,13.711,-0.049981,3.3414,-0.26666,-0.77162,0.04414
30.9,80.311,13.623,-0.53429,3.4241,0.40822,-0.8268,-0.55068
31,80.132,13.534,-0.22097,3.4557,-0.2641,-0.3159,0.54859
31.1,79.952,13.446,-0.61898,3.5187,0.33549,-0.63002,-0.48924
31.2,79.773,13.358,-0.36754,3.52,-0.21194,-0.013119,0.44668
31.3,79.593,13.269,-0.042311,3.513,-0.27413,0.070209,0.050747
31.4,79.414,13.181,-0.39478,3.5045,0.2971,0.084905,-0.46611
31.5,79.235,13.092,-0.53774,3.5599,0.1205,-0.55388,0.1441
31.6,79.055,13.004,-0.42457,3.6304,-0.095393,-0.70497,0.17616
31.7,78.876,12.915,-0.1814,3.7115,-0.20497,-0.81142,0.089408
31.8,78.696,12.827,-0.4448,3.6938,0.22201,0.17694,-0.3484
31.9,78.517,12.739,-0.06906,3.7372,-0.31671,-0.43436,0.43958
32,78.338,12.65,-0.30458,3.6962,0.19852,0.41094,-0.42041
32.1,78.158,12.562,-0.41551,3.7616,0.093502,-0.65426,0.085694
32.2,77.979,12.473,-0.24092,3.7454,-0.14716,0.16197,0.19637
32.3,77.799,12.385,-0.1085,3.8013,-0.11162,-0.55958,-0.029004
32.4,77.62,12.297,-0.59202,3.7322,0.40756,0.69161,-0.42363
32.5,77.441,12.208,-0.5155,3.7613,-0.0645,-0.29083,0.38518
32.6,77.261,12.12,-0.15696,3.7516,-0.30221,0.096791,0.19396
32.7,77.082,12.031,-0.55749,3.7471,0.33761,0.045073,-0.52207
32.8,76.902,11.943,-0.12559,3.7936,-0.36405,-0.46502,0.57252
32.9,76.723,11.855,-0.52115,3.7444,0.33342,0.49164,-0.56911
33,76.544,11.766,-0.56513,3.7289,0.037074,0.15478,0.24181
33.1,76.364,11.678,-0.19625,3.7144,-0.31094,0.14541,0.28396
33.2,76.185,11.589,-0.48113,3.7758,0.24013,-0.61405,-0.44965
33.3,76.005,11.501,-0.067413,3.8611,-0.34873,-0.85294,0.48049
33.4,75.826,11.413,-0.030224,3.8144,-0.031347,0.4667,-0.25897
33.5,75.647,11.324,-0.39159,3.7351,0.3046,0.793,-0.27412
33.6,75.467,11.236,-0.59755,3.7728,0.1736,-0.37693,0.10689
33.7,75.288,11.147,-0.50782,3.7643,-0.075633,0.085225,0.20337
33.8,75.108,11.059,-0.4578,3.8495,-0.042163,-0.85229,-0.02731
33.9,74.929,10.97,-0.2788,3.8663,-0.15088,-0.16826,0.088705
34,74.75,10.882,-0.46185,3.8405,0.15429,0.25806,-0.24901
34.1,74.57,10.794,-0.44553,3.9054,-0.01376,-0.64843,0.13713
34.2,74.391,10.705,-0.20484,3.8245,-0.20288,0.80914,0.15432
34.3,74.211,10.617,-0.19073,3.8755,-0.011889,-0.5107,-0.15584
34.4,74.032,10.528,-0.07021,3.8722,-0.10159,0.033751,0.073191
34.5,73.853,10.44,-0.092513,3.8178,0.018799,0.54339,-0.098232
34.6,73.673,10.352,-0.38746,3.7546,0.24861,0.63216,-0.18752
34.7,73.494,10.263,-0.50906,3.8362,0.1025,-0.81549,0.11922
34.8,73.314,10.175,-0.38663,3.8514,-0.1032,-0.15232,0.16784
34.9,73.135,10.086,-0.54194,3.8102,0.13091,0.41155,-0.19102
35,72.956,9.998,-0.2263,3.7388,-0.26606,0.71401,0.32391
35.1,72.883,9.9678,-0.29767,3.7037,0.060164,0.35118,-0.26618
35.2,72.809,9.9376,-0.27773,3.7396,-0.016814,-0.35883,0.062811
35.3,72.736,9.9074,-0.28587,3.7474,0.0068624,-0.07835,-0.019319
35.4,72.663,9.8772,-0.42387,3.747,0.11632,0.0046453,-0.089313
35.5,72.59,9.847,-0.40827,3.7439,-0.013149,0.030596,0.10564
35.6,72.517,9.8167,-0.44402,3.7782,0.03014,-0.34266,-0.035323
35.7,72.444,9.7865,-0.26759,3.7465,-0.14872,0.31652,0.14594
