t,x,y,th,v,omega,acc,gamma
15.4,63.302,56.254,0.21221,2.0382,0.18466,0.91924,-0.12435
15.5,63.502,56.252,0.32909,1.9552,-0.080504,0.82918,0.20634
15.6,63.702,56.249,0.28353,1.9749,0.031382,-0.1965,-0.087064
15.7,63.902,56.246,0.43045,1.9196,-0.1012,0.55308,0.10317
15.8,64.102,56.244,0.47773,1.9842,-0.032566,-0.64601,-0.053409
15.9,64.302,56.241,0.46521,1.9864,0.0086262,-0.022087,-0.032054
16,64.502,56.239,0.027177,1.9038,0.30172,0.82574,-0.22807
16.1,64.702,56.236,0.12156,1.8743,-0.065008,0.29562,0.28537
16.2,64.902,56.233,0.18189,1.7855,-0.041557,0.88721,-0.018249
16.3,65.102,56.231,0.11421,1.7036,0.046619,0.81948,-0.068614
16.4,65.302,56.228,0.38805,1.7617,-0.18863,-0.58111,0.18306
16.5,65.502,56.225,0.31958,1.7123,0.047163,0.4939,-0.18348
16.6,65.702,56.223,0.28298,1.6519,0.025211,0.60438,0.017082
16.7,65.902,56.22,0.23546,1.6402,0.032731,0.11706,-0.0058516
16.8,66.102,56.218,0.38677,1.6657,-0.10422,-0.25493,0.10657
16.9,66.302,56.215,0.12404,1.6444,0.18097,0.21293,-0.22192
17,66.502,56.212,0.47584,1.6116,-0.24232,0.32729,0.32938
17.1,66.702,56.21,0.10115,1.5783,0.25808,0.33334,-0.38939
17.2,66.902,56.207,0.40632,1.6028,-0.2102,-0.24483,0.36439
17.3,67.102,56.205,0.058298,1.5428,0.23972,0.59954,-0.3501
17.4,67.302,56.202,0.42789,1.5575,-0.25458,-0.14673,0.38464
17.5,67.502,56.199,0.061508,1.5766,0.25237,-0.1909,-0.39448
17.6,67.702,56.197,0.05737,1.4929,0.0028507,0.83713,0.19416
17.7,67.902,56.194,0.29689,1.4684,-0.16498,0.24487,0.1306
17.8,68.102,56.192,0.47324,1.4658,-0.12147,0.025799,-0.033856
17.9,68.302,56.189,0.21353,1.479,0.17889,-0.13228,-0.23373
18,68.502,56.186,0.021766,1.4919,0.13209,-0.12824,0.036418
18.1,68.702,56.184,0.45808,1.544,-0.30054,-0.52096,0.33665
18.2,68.902,56.181,0.20953,1.6332,0.1712,-0.8928,-0.36708
18.3,69.102,56.179,0.020832,1.7016,0.12998,-0.68327,0.032077
18.4,69.302,56.176,0.10042,1.7013,-0.054823,0.0030399,0.1438
18.5,69.502,56.173,0.10942,1.6846,-0.0061943,0.16695,-0.037841
18.6,69.702,56.171,0.56419,1.6177,-0.31325,0.66823,0.23893
18.7,69.902,56.168,0.57875,1.5424,-0.010028,0.75327,-0.23595
18.8,70.102,56.166,0.51209,1.619,0.04591,-0.76535,-0.043528
18.9,70.302,56.163,0.40612,1.5469,0.072996,0.721,-0.021077
19,70.502,56.16,0.37833,1.5575,0.019143,-0.10634,0.041906
19.1,70.702,56.158,0.38882,1.5611,-0.0072301,-0.036007,0.020522
19.2,70.902,56.155,0.51263,1.5674,-0.085278,-0.062841,0.060733
19.3,71.102,56.153,0.62188,1.5091,-0.075252,0.58251,-0.0078018
19.4,71.302,56.15,0.28154,1.5435,0.23442,-0.34403,-0.24098
19.5,71.502,56.147,0.17614,1.5468,0.072602,-0.032653,0.12592
19.6,71.702,56.145,0.098988,1.6269,0.053143,-0.80155,0.015142
19.7,71.902,56.142,0.54239,1.609,-0.30542,0.17938,0.27902
19.8,72.102,56.14,0.080882,1.6073,0.31789,0.017053,-0.48503
19.9,72.302,56.137,0.19411,1.5277,-0.077991,0.79615,0.30806
20,72.502,56.134,0.57957,1.5669,-0.26551,-0.3924,0.14592
20.1,72.682,56.049,0.15815,1.4987,0.29028,0.68176,-0.43249
20.2,72.863,55.963,0.28042,1.5219,-0.084221,-0.23167,0.29142
20.3,73.044,55.877,0.10372,1.4523,0.12171,0.69648,-0.16024
20.4,73.224,55.791,0.11246,1.3825,-0.0060147,0.69759,0.099387
20.5,73.405,55.705,0.18683,1.4563,-0.051228,-0.73818,0.035183
20.6,73.585,55.619,0.15497,1.4904,0.021941,-0.34075,-0.056936
20.7,73.766,55.533,0.35596,1.472,-0.13844,0.18381,0.1248
20.8,73.947,55.447,0.30718,1.5266,0.033601,-0.54614,-0.13387
20.9,74.127,55.361,0.0020875,1.5393,0.21015,-0.12673,-0.13738
21,74.308,55.275,0.60004,1.5022,-0.41187,0.37104,0.48403
21.1,74.488,55.189,0.56605,1.4726,0.023414,0.29618,-0.33872
21.2,74.669,55.103,0.48253,1.4809,0.05753,-0.08292,-0.026548
21.3,74.85,55.018,0.33857,1.4969,0.099161,-0.16025,-0.032395
21.4,75.03,54.932,0.44084,1.4326,-0.070444,0.64269,0.13198
21.5,75.211,54.846,0.35687,1.4076,0.057834,0.25058,-0.09982
21.6,75.391,54.76,0.27906,1.3391,0.053596,0.68431,0.0032977
21.7,75.572,54.674,0.44184,1.4204,-0.11212,-0.81289,0.12895
21.8,75.753,54.588,0.21255,1.4266,0.15793,-0.061859,-0.21014
21.9,75.933,54.502,0.14282,1.4047,0.04803,0.21956,0.085521
22,76.114,54.416,0.56326,1.4587,-0.2896,-0.54081,0.26273
22.1,76.294,54.33,0.3317,1.4679,0.1595,-0.091687,-0.34946
22.2,76.475,54.244,0.36772,1.4815,-0.024809,-0.13612,0.14342
22.3,76.656,54.158,0.33108,1.4024,0.025233,0.79109,-0.038941
22.4,76.836,54.073,0.56925,1.4522,-0.16405,-0.49745,0.14729
22.5,77.017,53.987,0.32841,1.4228,0.16589,0.29365,-0.25674
22.6,77.198,53.901,0.55656,1.4777,-0.15715,-0.54881,0.25137
22.7,77.378,53.815,0.57517,1.3995,-0.012821,0.78143,-0.11231
22.8,77.559,53.729,0.052068,1.4672,0.36032,-0.67684,-0.29036
22.9,77.739,53.643,0.08739,1.4498,-0.02433,0.17397,0.29931
23,77.92,53.557,0.025215,1.531,0.042826,-0.81133,-0.052257
23.1,78.101,53.471,0.35695,1.5679,-0.2285,-0.36983,0.21114
23.2,78.281,53.385,0.48333,1.5773,-0.087051,-0.09387,-0.11007
23.3,78.462,53.299,0.11779,1.6041,0.25179,-0.26814,-0.26367
23.4,78.642,53.213,0.13904,1.5655,-0.014641,0.38593,0.20732
23.5,78.823,53.128,0.34354,1.484,-0.14086,0.81552,0.098214
23.6,79.004,53.042,0.31013,1.5255,0.02301,-0.41542,-0.12751
23.7,79.184,52.956,0.13555,1.5781,0.12025,-0.526,-0.075671
23.8,79.365,52.87,0.036885,1.6269,0.067958,-0.48747,0.040695
23.9,79.545,52.784,0.18425,1.666,-0.10151,-0.3909,0.13187
24,79.726,52.698,0.048578,1.6191,0.093452,0.46828,-0.15171
24.1,79.907,52.612,0.61187,1.5835,-0.388,0.35618,0.37464
24.2,80.087,52.526,0.55959,1.5983,0.036011,-0.14782,-0.32994
24.3,80.268,52.44,0.027241,1.6006,0.36668,-0.022618,-0.25731
24.4,80.448,52.354,0.18313,1.602,-0.10738,-0.013887,0.36889
24.5,80.629,52.268,0.50256,1.5681,-0.22003,0.33834,0.087658
24.6,80.81,52.183,0.59906,1.5398,-0.066465,0.2836,-0.11949
24.7,80.99,52.097,0.42536,1.609,0.11964,-0.69237,-0.14482
24.8,81.171,52.011,0.42631,1.658,-0.00064817,-0.48955,0.093603
24.9,81.352,51.925,0.3243,1.7389,0.070261,-0.80929,-0.055178
25,81.532,51.839,0.16403,1.7672,0.11039,-0.28354,-0.031229
25.1,81.628,51.873,0.12125,1.7612,0.029471,0.060897,0.06297
25.2,81.724,51.906,0.46824,1.7797,-0.23901,-0.18586,0.20892
25.3,81.82,51.94,0.59548,1.8172,-0.087642,-0.37501,-0.11779
25.4,81.916,51.973,0.64689,1.777,-0.035408,0.40206,-0.040646
25.5,82.011,52.007,0.16055,1.7963,0.33499,-0.19218,-0.28822
25.6,82.107,52.041,0.10089,1.7584,0.041094,0.379,0.22869
25.7,82.203,52.074,0.33503,1.7792,-0.16128,-0.20895,0.15747
25.8,82.299,52.108,0.45516,1.7949,-0.082742,-0.15691,-0.061111
25.9,82.395,52.142,0.63486,1.8154,-0.12378,-0.20429,0.031936
26,82.491,52.175,0.51614,1.7972,0.081778,0.18169,-0.15996
26.1,82.587,52.209,0.37916,1.7796,0.094349,0.17595,-0.0097824
26.2,82.682,52.243,0.55522,1.764,-0.12127,0.15605,0.16778
26.3,82.778,52.276,0.64627,1.801,-0.062716,-0.36961,-0.045562
26.4,82.874,52.31,0.084052,1.7739,0.38726,0.27065,-0.35015
26.5,82.97,52.344,0.34428,1.8211,-0.17924,-0.47222,0.44082
26.6,83.066,52.377,0.48933,1.7795,-0.099912,0.41593,-0.061731
26.7,83.162,52.411,0.13251,1.827,0.24578,-0.47445,-0.269
26.8,83.258,52.445,0.41763,1.7944,-0.19639,0.3259,0.34407
26.9,83.353,52.478,0.70003,1.7641,-0.19452,0.30274,-0.0014572
27,83.449,52.512,0.44492,1.7826,0.17572,-0.18525,-0.2881
27.1,83.545,52.546,0.72428,1.7806,-0.19242,0.019918,0.28647
27.2,83.641,52.579,0.42474,1.8148,0.20632,-0.34197,-0.31028
27.3,83.737,52.613,0.18175,1.8456,0.16737,-0.30725,0.030313
27.4,83.833,52.647,0.44816,1.8804,-0.1835,-0.34818,0.27303
27.5,83.929,52.68,0.66273,1.8903,-0.14779,-0.099722,-0.02779
27.6,84.025,52.714,0.66578,1.8765,-0.0021034,0.13833,-0.11337
27.7,84.12,52.748,0.24356,1.91,0.29082,-0.33448,-0.22794
27.8,84.216,52.781,0.043305,1.9544,0.13794,-0.44394,0.11897
27.9,84.312,52.815,0.71484,1.9737,-0.46256,-0.19326,0.46728
28,84.408,52.848,0.3185,1.9412,0.273,0.32478,-0.57238
28.1,84.504,52.882,0.77903,1.9063,-0.31721,0.34875,0.45927
28.2,84.6,52.916,0.71099,1.8923,0.046863,0.14067,-0.28331
28.3,84.696,52.949,0.37775,1.9103,0.22954,-0.18036,-0.14215
28.4,84.791,52.983,0.18838,1.892,0.13044,0.1831,0.077118
28.5,84.887,53.017,0.065979,1.8604,0.084308,0.31561,0.035896
28.6,84.983,53.05,0.43617,1.882,-0.25499,-0.21539,0.26403
28.7,85.079,53.084,0.20529,1.9116,0.15903,-0.29642,-0.32217
28.8,85.175,53.118,0.78526,1.8919,-0.39948,0.19664,0.43461
28.9,85.271,53.151,0.21941,1.8917,0.38976,0.002303,-0.61415
29,85.367,53.185,0.71381,1.8903,-0.34054,0.01381,0.56828
29.1,85.462,53.219,0.77383,1.8602,-0.041341,0.30132,-0.23282
29.2,85.558,53.252,0.44814,1.8417,0.22434,0.18525,-0.20674
29.3,85.654,53.286,0.7769,1.8253,-0.22645,0.16404,0.35078
29.4,85.75,53.32,0.52188,1.823,0.17566,0.023037,-0.31291
29.5,85.846,53.353,0.21509,1.7992,0.21131,0.23786,-0.027742
29.6,85.942,53.387,0.38078,1.7881,-0.11413,0.11106,0.25324
29.7,86.038,53.421,0.33476,1.8282,0.031698,-0.40108,-0.11347
29.8,86.134,53.454,0.088708,1.7807,0.16948,0.4744,-0.10722
29.9,86.229,53.488,0.61523,1.744,-0.36267,0.36769,0.41409
30,86.325,53.522,0.66806,1.7321,-0.036388,0.11861,-0.2539
30.1,86.477,53.391,0.42147,1.6892,0.16985,0.42877,-0.16049
30.2,86.628,53.26,0.18196,1.733,0.16498,-0.43793,0.0037944
30.3,86.779,53.129,0.10995,1.6733,0.049597,0.59734,0.089783
30.4,86.93,52.998,0.42604,1.7175,-0.21773,-0.44154,0.20802
30.5,87.082,52.867,0.20482,1.6633,0.15238,0.54144,-0.288
30.6,87.233,52.737,0.11803,1.6161,0.059784,0.47236,0.072051
30.7,87.384,52.606,0.79314,1.5669,-0.46502,0.49162,0.40837
30.8,87.536,52.475,0.91321,1.6053,-0.082706,-0.38347,-0.2975
30.9,87.687,52.344,0.47954,1.5349,0.29871,0.70383,-0.2968
31,87.838,52.213,0.46824,1.5977,0.0077873,-0.62823,0.22638
31.1,87.989,52.083,0.44169,1.58,0.018286,0.17661,-0.0081697
31.2,88.141,51.952,0.40382,1.6432,0.026086,-0.63181,-0.0060692
31.3,88.292,51.821,0.27079,1.5929,0.09163,0.50316,-0.051004
31.4,88.443,51.69,0.82434,1.6678,-0.38128,-0.74884,0.368
31.5,88.595,51.559,0.5552,1.7342,0.18538,-0.66381,-0.44095
31.6,88.746,51.428,0.88295,1.73,-0.22575,0.041706,0.31992
31.7,88.897,51.298,0.76954,1.8024,0.078117,-0.7241,-0.23646
31.8,89.048,51.167,0.56884,1.8562,0.13824,-0.53801,-0.046784
31.9,89.2,51.036,0.28294,1.9191,0.19693,-0.62943,-0.045671
32,89.351,50.905,0.15276,1.9791,0.089665,-0.59904,0.08347
32.1,89.502,50.774,0.46096,2.0452,-0.21229,-0.66172,0.23497
32.2,89.654,50.644,0.42486,2.0862,0.024865,-0.40972,-0.18454
32.3,89.805,50.513,0.58726,2.1372,-0.11186,-0.51024,0.10639
32.4,89.956,50.382,0.4661,2.1112,0.083456,0.26034,-0.15198
32.5,90.107,50.251,0.88563,2.0722,-0.28898,0.38948,0.28981
32.6,90.259,50.12,0.78851,2.0808,0.0669,-0.085306,-0.27693
32.7,90.41,49.989,0.25439,2.0701,0.3679,0.10694,-0.23423
32.8,90.561,49.859,0.26343,2.0971,-0.0062258,-0.26995,0.29113
32.9,90.713,49.728,0.14083,2.172,0.08445,-0.74961,-0.070559
33,90.864,49.597,0.73576,2.174,-0.40979,-0.019481,0.3846
33.1,91.015,49.466,0.53526,2.2192,0.13811,-0.4522,-0.42635
33.2,91.166,49.335,0.92501,2.2294,-0.26846,-0.10247,0.31637
33.3,91.318,49.205,0.058857,2.1956,0.59661,0.33797,-0.67315
33.4,91.469,49.074,0.5771,2.1915,-0.35697,0.041654,0.74203
33.5,91.62,48.943,0.049753,2.1888,0.36324,0.026613,-0.56043
33.6,91.772,48.812,-0.75182,2.2263,0.55213,-0.3749,-0.14698
33.7,91.923,48.681,-0.034497,2.2793,-0.49409,-0.52947,0.81412
33.8,92.074,48.551,-0.25883,2.2891,0.15452,-0.098749,-0.50472
33.9,92.225,48.42,-0.94845,2.2214,0.47501,0.67769,-0.24939
34,92.377,48.289,-0.85229,2.1946,-0.066239,0.26724,0.42118
34.1,92.528,48.158,-0.573,2.1535,-0.19237,0.41145,0.098153
34.2,92.679,48.027,-0.92744,2.2159,0.24414,-0.62413,-0.33968
34.3,92.831,47.896,-0.71844,2.2137,-0.14396,0.022155,0.30201
34.4,92.982,47.766,-0.2281,2.2286,-0.33775,-0.14873,0.15079
34.5,93.133,47.635,-0.028411,2.2254,-0.13755,0.032069,-0.15579
34.6,93.284,47.504,-0.63167,2.1506,0.41553,0.74798,-0.43037
34.7,93.436,47.373,-0.35371,2.2241,-0.19146,-0.73495,0.47232
34.8,93.587,47.242,-0.9501,2.2246,0.41079,-0.0056138,-0.46864
34.9,93.738,47.112,-0.85168,2.1818,-0.067796,0.42769,0.37242
35,93.89,46.981,-0.049111,2.1968,-0.55281,-0.1493,0.37741
35.1,93.817,46.794,-0.26018,2.1855,0.14538,0.11235,-0.5433
35.2,93.744,46.608,-0.31863,2.1786,0.040259,0.069833,0.081804
35.3,93.671,46.422,-0.78089,2.2086,0.31841,-0.30088,-0.21644
35.4,93.598,46.236,-0.91651,2.174,0.093413,0.34693,0.17508
35.5,93.526,46.049,-0.86699,2.154,-0.034111,0.1992,0.099233
35.6,93.453,45.863,-0.10799,2.1226,-0.5228,0.31456,0.38028
35.7,93.38,45.677,-0.44966,2.1383,0.23534,-0.15697,-0.58995
35.8,93.307,45.49,-0.051779,2.144,-0.27406,-0.057342,0.39639
35.9,93.235,45.304,-0.85654,2.1644,0.55432,-0.20392,-0.6446
36,93.162,45.118,-0.57198,2.1492,-0.196,0.15242,0.58386
36.1,93.089,44.932,-0.88014,2.142,0.21226,0.071631,-0.31769
