t,x,y,th,v,omega,acc,gamma
36.3,66.868,83.329,0.043953,2.9063,0.18378,0.17628,-0.26706
36.4,66.906,83.445,0.12128,2.9096,-0.17602,-0.032741,0.23079
36.5,66.945,83.562,0.091553,2.9147,0.067667,-0.051409,-0.15631
36.6,66.984,83.678,0.052001,2.9208,0.090028,-0.061091,-0.014344
36.7,67.022,83.794,0.15316,2.9329,-0.23026,-0.12099,0.20545
36.8,67.061,83.91,0.16997,2.9384,-0.038256,-0.055292,-0.12316
36.9,67.099,84.027,0.032287,2.957,0.31339,-0.18512,-0.22557
37,67.138,84.143,0.18259,2.962,-0.34211,-0.050533,0.42048
37.1,67.176,84.259,0.15892,2.9435,0.053864,0.185,-0.25401
37.2,67.215,84.375,0.12648,2.9362,0.073845,0.073097,-0.012817
37.3,67.253,84.491,0.18211,2.9407,-0.12663,-0.045088,0.1286
37.4,67.292,84.608,0.018003,2.9529,0.37355,-0.12165,-0.32085
37.5,67.331,84.724,0.10824,2.9429,-0.2054,0.099667,0.37138
37.6,67.369,84.84,0.14933,2.9554,-0.093514,-0.12487,-0.071774
37.7,67.408,84.956,0.19688,2.9462,-0.10825,0.091693,0.0094553
37.8,67.446,85.073,0.19055,2.9652,0.014408,-0.18981,-0.078683
37.9,67.485,85.189,0.13948,2.95,0.11626,0.15168,-0.065334
38,67.523,85.305,0.076499,2.9372,0.14335,0.1288,-0.017381
38.1,67.562,85.421,0.11136,2.9413,-0.079346,-0.041047,0.14285
38.2,67.6,85.537,0.069984,2.9601,0.094175,-0.1887,-0.11131
38.3,67.639,85.654,0.025413,2.9549,0.10145,0.052586,-0.0046687
38.4,67.678,85.77,0.12093,2.9706,-0.21741,-0.15768,0.20454
38.5,67.716,85.886,0.15581,2.9759,-0.079409,-0.052794,-0.088523
38.6,67.755,86.002,0.1315,2.9933,0.055348,-0.17358,-0.086442
38.7,67.793,86.119,0.11247,2.9923,0.043319,0.009721,0.0077164
38.8,67.832,86.235,0.018484,2.9934,0.21393,-0.010982,-0.10944
38.9,67.87,86.351,0.17314,2.9747,-0.35204,0.18738,0.36305
39,67.909,86.467,0.14841,2.9936,0.05631,-0.18893,-0.26194
39.1,67.948,86.583,0.047441,3.0033,0.22982,-0.097512,-0.1113
39.2,67.986,86.7,0.14875,3.0208,-0.2306,-0.17489,0.29534
39.3,68.025,86.816,0.20874,3.0192,-0.13655,0.01646,-0.060329
39.4,68.063,86.932,0.014483,3.0045,0.44218,0.14629,-0.37124
39.5,68.102,87.048,0.13278,2.9933,-0.26927,0.11235,0.45637
39.6,68.14,87.165,0.11811,2.9896,0.033386,0.037346,-0.19414
39.7,68.179,87.281,0.17224,3.0017,-0.12321,-0.12162,0.10045
39.8,68.217,87.397,0.13044,3.0144,0.09514,-0.127,-0.14007
39.9,68.256,87.513,0.23846,3.0031,-0.24586,0.11358,0.21874
40,68.295,87.629,0.032579,3,0.46862,0.031021,-0.45831
40.1,68.356,87.82,0.18308,2.998,-0.34258,0.019252,0.52035
40.2,68.418,88.01,0.10776,2.9847,0.17145,0.13364,-0.32973
40.3,68.48,88.2,0.18539,2.9562,-0.17669,0.28446,0.22332
40.4,68.542,88.39,0.07956,2.9529,0.24088,0.03354,-0.26786
40.5,68.604,88.58,0.011296,2.974,0.15538,-0.21162,0.054844
40.6,68.666,88.771,0.24096,2.9675,-0.52276,0.065794,0.43501
40.7,68.728,88.961,0.15537,2.9981,0.19482,-0.30651,-0.4603
40.8,68.789,89.151,0.14992,2.9946,0.0124,0.034721,0.11701
40.9,68.851,89.341,0.18558,3.0074,-0.081149,-0.12739,0.060009
41,68.913,89.531,0.16899,2.9868,0.037758,0.20537,-0.076275
41.1,68.975,89.722,0.19864,2.9671,-0.067497,0.19766,0.067517
41.2,69.037,89.912,0.21634,2.9907,-0.040276,-0.23616,-0.017462
41.3,69.099,90.102,0.26047,3.0024,-0.10046,-0.11689,0.038609
41.4,69.161,90.292,0.0065725,2.9726,0.57793,0.29724,-0.43517
41.5,69.222,90.482,0.23275,2.9843,-0.51483,-0.11696,0.70097
41.6,69.284,90.673,0.11475,2.9621,0.26858,0.22271,-0.50253
41.7,69.346,90.863,0.30185,2.9438,-0.42586,0.18244,0.44546
41.8,69.408,91.053,0.32281,2.9694,-0.04772,-0.25593,-0.24256
41.9,69.47,91.243,0.0054923,2.974,0.72229,-0.0453,-0.49393
42,69.532,91.433,0.056463,2.9579,-0.11602,0.16059,0.53774
42.1,69.594,91.623,0.30583,2.9853,-0.56762,-0.27416,0.28969
42.2,69.655,91.814,0.24622,2.9739,0.13569,0.1138,-0.45115
42.3,69.717,92.004,0.22372,2.9448,0.051214,0.29094,0.054186
42.4,69.779,92.194,0.13093,2.9327,0.21123,0.12126,-0.10264
42.5,69.841,92.384,0.21342,2.9299,-0.18776,0.028068,0.25594
42.6,69.903,92.574,0.017078,2.9109,0.44691,0.18955,-0.40712
42.7,69.965,92.765,0.11566,2.9202,-0.2244,-0.092603,0.43062
42.8,70.027,92.955,0.045556,2.9383,0.15957,-0.181,-0.2463
42.9,70.088,93.145,0.39136,2.9465,-0.78712,-0.081768,0.60727
43,70.15,93.335,0.0010198,2.9453,0.8885,0.011497,-1.0749
43.1,70.212,93.525,0.15242,2.9614,-0.34463,-0.16103,0.79101
43.2,70.274,93.716,0.40298,2.9919,-0.57033,-0.30485,0.14478
43.3,70.336,93.906,0.11147,2.9741,0.66355,0.17816,-0.79149
43.4,70.398,94.096,0.084023,3.0036,0.062472,-0.29528,0.38557
43.5,70.46,94.286,0.17147,3.0029,-0.19905,0.0070849,0.16775
43.6,70.521,94.476,0.16822,3.0197,0.0074006,-0.16767,-0.13243
43.7,70.583,94.667,0.20533,3.0329,-0.084481,-0.13187,0.058939
43.8,70.645,94.857,0.10436,3.0616,0.22984,-0.28681,-0.20162
43.9,70.707,95.047,0.4215,3.048,-0.72188,0.13534,0.61049
44,70.769,95.237,0.12288,3.0722,0.67972,-0.24161,-0.89908
44.1,70.831,95.427,0.20046,3.0478,-0.17658,0.24393,0.54929
44.2,70.893,95.618,0.47012,3.0173,-0.61382,0.30485,0.28048
44.3,70.954,95.808,0.4694,3.0237,0.0016589,-0.063418,-0.39481
44.4,71.016,95.998,0.49706,3.0353,-0.062966,-0.11649,0.041455
44.5,71.078,96.188,0.096764,3.006,0.91115,0.2933,-0.62486
44.6,71.14,96.378,0.18166,2.9806,-0.19323,0.25369,0.70842
44.7,71.202,96.568,0.085763,2.9519,0.21827,0.28695,-0.26396
44.8,71.264,96.759,0.54978,2.9823,-1.0562,-0.30376,0.81753
44.9,71.326,96.949,0.042967,2.9942,1.1536,-0.11957,-1.4175
45,71.387,97.139,0.2952,2.9794,-0.57413,0.14862,1.1083
45.1,71.581,97.088,0.47631,2.9098,-0.41225,0.69556,-0.10384
45.2,71.774,97.037,0.17861,2.9809,0.67763,-0.71039,-0.69912
45.3,71.968,96.986,0.19565,2.9792,-0.038792,0.016787,0.45956
45.4,72.161,96.935,0.49959,3.0584,-0.69184,-0.79209,0.41891
45.5,72.354,96.884,0.14568,3.1254,0.80558,-0.67033,-0.96055
45.6,72.548,96.833,0.025378,3.1753,0.27383,-0.49871,0.3411
45.7,72.741,96.782,0.2845,3.1827,-0.58981,-0.073591,0.554
45.8,72.935,96.731,0.48635,3.1852,-0.45945,-0.025632,-0.083623
45.9,73.128,96.68,0.48787,3.2202,-0.0034636,-0.35029,-0.2925
46,73.321,96.629,0.3396,3.2013,0.33749,0.1893,-0.21871
46.1,73.515,96.578,0.51349,3.1296,-0.3958,0.71754,0.47038
46.2,73.708,96.527,0.28477,3.162,0.52062,-0.32427,-0.58785
46.3,73.902,96.476,0.25979,3.0703,0.056865,0.91683,0.29748
46.4,74.095,96.425,0.3753,2.9952,-0.26295,0.75127,0.20515
46.5,74.288,96.374,0.14387,3.0703,0.52679,-0.75128,-0.50659
46.6,74.482,96.323,0.010896,3.1482,0.30268,-0.77881,0.14376
46.7,74.675,96.272,0.32032,3.1263,-0.70433,0.21917,0.64596
46.8,74.868,96.221,0.26383,3.1152,0.1286,0.11094,-0.5343
46.9,75.062,96.17,0.12096,3.0735,0.32519,0.41706,-0.1261
47,75.255,96.119,0.3227,3.0973,-0.45921,-0.23783,0.50317
47.1,75.449,96.068,0.15561,3.0871,0.38033,0.10154,-0.53854
47.2,75.642,96.017,0.098246,3.1139,0.13058,-0.26839,0.16021
47.3,75.835,95.966,0.40325,3.1128,-0.69425,0.011072,0.5291
47.4,76.029,95.915,0.18963,3.0731,0.48625,0.39697,-0.75725
47.5,76.222,95.864,0.40393,3.1067,-0.4878,-0.33567,0.62482
47.6,76.416,95.813,0.2541,3.1608,0.34105,-0.54086,-0.53168
47.7,76.609,95.762,0.50536,3.1902,-0.57192,-0.29438,0.58564
47.8,76.802,95.711,0.17281,3.1571,0.75695,0.33095,-0.85242
47.9,76.996,95.66,0.21234,3.0827,-0.089982,0.74387,0.54328
48,77.189,95.609,0.32358,3.1428,-0.25321,-0.6003,0.10471
48.1,77.382,95.558,0.076564,3.1253,0.56227,0.17431,-0.5231
48.2,77.576,95.507,0.49098,3.1935,-0.9433,-0.68174,0.96578
48.3,77.769,95.456,0.33157,3.1807,0.36286,0.12827,-0.83786
48.4,77.963,95.405,0.025638,3.2255,0.69636,-0.44842,-0.21393
48.5,78.156,95.354,0.32111,3.2973,-0.67255,-0.71788,0.87811
48.6,78.349,95.303,0.42636,3.3166,-0.23957,-0.19303,-0.27774
48.7,78.543,95.252,0.20647,3.3413,0.50051,-0.24688,-0.47474
48.8,78.736,95.201,0.21328,3.2947,-0.015502,0.46613,0.33101
48.9,78.93,95.15,0.36214,3.3518,-0.33883,-0.57126,0.20741
49,79.123,95.099,0.28405,3.3922,0.17775,-0.40328,-0.33137
49.1,79.316,95.048,0.44065,3.3735,-0.35646,0.18617,0.34267
49.2,79.51,94.997,0.0053626,3.3238,0.99081,0.49701,-0.86423
49.3,79.703,94.946,0.094813,3.3908,-0.20361,-0.66943,0.76618
49.4,79.897,94.895,0.16911,3.4074,-0.16912,-0.16586,-0.022122
49.5,80.09,94.844,0.28448,3.3429,-0.26261,0.64439,0.059969
49.6,80.283,94.793,0.11776,3.3849,0.3795,-0.41929,-0.41189
49.7,80.477,94.742,0.21048,3.3034,-0.21105,0.81415,0.37882
49.8,80.67,94.691,0.24344,3.2601,-0.075034,0.43384,-0.08725
49.9,80.863,94.64,0.27972,3.1788,-0.082568,0.81264,0.0048329
50,81.057,94.589,0.31872,3.1125,-0.088774,0.66303,0.0039809
50.1,81.246,94.653,0.27666,3.0528,0.095719,0.59648,-0.11835
50.2,81.436,94.716,0.24922,2.9658,0.062468,0.87019,0.02133
50.3,81.625,94.78,0.38992,2.9466,-0.32027,0.19175,0.24551
50.4,81.815,94.844,0.035798,2.8962,0.80607,0.5048,-0.72251
50.5,82.005,94.908,0.038033,2.8544,-0.005088,0.41761,0.52033
50.6,82.194,94.972,0.011178,2.7968,0.061127,0.57591,-0.042475
50.7,82.384,95.036,0.093951,2.7915,-0.18841,0.053118,0.16007
50.8,82.573,95.099,0.11205,2.7768,-0.041196,0.14663,-0.094432
50.9,82.763,95.163,0.10258,2.8386,0.021555,-0.61746,-0.040252
51,82.952,95.227,0.14217,2.8296,-0.090117,0.090149,0.071633
51.1,83.142,95.291,0.15534,2.921,-0.029986,-0.91435,-0.038572
51.2,83.331,95.355,0.099541,2.9894,0.12702,-0.68421,-0.10071
51.3,83.521,95.419,0.065212,2.8954,0.078139,0.94002,0.031355
51.4,83.71,95.482,0.16646,2.8795,-0.23047,0.15965,0.19796
51.5,83.9,95.546,0.32015,2.9348,-0.34982,-0.55323,0.076563
51.6,84.089,95.61,0.33063,2.9748,-0.023863,-0.40055,-0.20909
51.7,84.279,95.674,0.039922,2.9484,0.66172,0.26482,-0.43978
51.8,84.469,95.738,0.26185,3.0021,-0.50516,-0.53699,0.74851
51.9,84.658,95.801,0.3375,2.9464,-0.1722,0.55704,-0.21358
52,84.848,95.865,0.40253,2.8663,-0.14802,0.80024,-0.015511
52.1,85.037,95.929,0.070337,2.9015,0.75614,-0.35206,-0.57999
52.2,85.227,95.993,0.20055,2.9621,-0.29639,-0.60606,0.67517
52.3,85.416,96.057,0.39444,3.009,-0.44134,-0.46843,0.092982
52.4,85.606,96.121,0.14762,3.0687,0.56183,-0.597,-0.6435
52.5,85.795,96.184,0.10445,3.1348,0.098267,-0.66104,0.29736
52.6,85.985,96.248,0.32959,3.1674,-0.51248,-0.32606,0.39177
52.7,86.174,96.312,0.13721,3.2546,0.43791,-0.87214,-0.60964
52.8,86.364,96.376,0.35217,3.2483,-0.48929,0.063202,0.59477
52.9,86.554,96.44,0.27141,3.1632,0.18383,0.85098,-0.43178
53,86.743,96.504,0.019278,3.1687,0.5739,-0.055349,-0.25022
53.1,86.933,96.567,0.008731,3.2043,0.024007,-0.35593,0.35274
53.2,87.122,96.631,0.34307,3.1898,-0.76103,0.14494,0.50357
53.3,87.312,96.695,0.18418,3.231,0.36168,-0.41222,-0.72018
53.4,87.501,96.759,0.3753,3.2215,-0.43505,0.095655,0.51107
53.5,87.691,96.823,0.21098,3.2201,0.37405,0.014119,-0.51901
53.6,87.88,96.887,0.11305,3.1432,0.22289,0.76882,0.09696
53.7,88.07,96.95,0.18742,3.1292,-0.16927,0.14033,0.25156
53.8,88.259,97.014,0.067973,3.1047,0.27188,0.24433,-0.28299
53.9,88.449,97.078,0.14234,3.0959,-0.16928,0.087926,0.28299
54,88.639,97.142,0.318,3.0084,-0.39984,0.87539,0.14789
54.1,88.828,97.206,0.088349,3.0715,0.52274,-0.6313,-0.5918
54.2,89.018,97.269,0.046871,3.0111,0.094413,0.60467,0.27476
54.3,89.207,97.333,0.099693,3.072,-0.12023,-0.60901,0.13769
54.4,89.397,97.397,0.19682,3.1174,-0.22107,-0.45443,0.064685
54.5,89.586,97.461,0.33746,3.0388,-0.32014,0.78617,0.06355
54.6,89.776,97.525,0.34968,2.9494,-0.027807,0.89396,-0.18752
54.7,89.965,97.589,0.26475,2.8651,0.19332,0.8427,-0.14184
54.8,90.155,97.652,0,2.9392,0.60263,-0.74093,-0.26256
54.9,90.344,97.716,0,3,0,-0.60795,0.38657
