t,x,y,th,v,omega,acc,gamma
3.9,41.674,47.618,0.13694,2.9411,0.091571,-0.049997,-0.11978
4,41.717,47.814,0.062216,2.9477,0.10218,-0.066067,-0.0059085
4.1,41.76,48.009,0.29183,2.9658,-0.31398,-0.18091,0.23174
4.2,41.803,48.204,0.011864,2.9475,0.38284,0.18263,-0.38803
4.3,41.846,48.4,0.1716,2.9279,-0.21843,0.19578,0.33482
4.4,41.889,48.595,0.084031,2.9327,0.11974,-0.04782,-0.18831
4.5,41.932,48.79,0.065042,2.9207,0.025967,0.12013,0.052221
4.6,41.975,48.986,0.19492,2.9167,-0.1776,0.039986,0.11336
4.7,42.018,49.181,0.27384,2.8996,-0.10793,0.17123,-0.038796
4.8,42.061,49.376,0.33009,2.92,-0.07691,-0.20413,-0.017273
4.9,42.104,49.572,0.21522,2.9295,0.15707,-0.094573,-0.13029
5,42.147,49.767,0.062946,2.9139,0.20823,0.15537,-0.028491
5.1,42.306,49.888,0.08722,2.9848,-0.033192,-0.7086,0.13444
5.2,42.465,50.008,0.16399,3.0623,-0.10498,-0.77539,0.039974
5.3,42.625,50.129,0.11089,3.0833,0.072605,-0.20975,-0.098888
5.4,42.784,50.25,0.033812,3.1621,0.1054,-0.78785,-0.018265
5.5,42.944,50.371,0.15811,3.0927,-0.16997,0.694,0.15334
5.6,43.103,50.491,0.093669,3.1354,0.088118,-0.42754,-0.14372
5.7,43.263,50.612,0.040644,3.2008,0.072509,-0.65361,0.008692
5.8,43.422,50.733,0.24438,3.1678,-0.2786,0.3304,0.19552
5.9,43.582,50.854,0.078004,3.1123,0.22752,0.55447,-0.28184
6,43.741,50.974,0.1723,3.1242,-0.12894,-0.11899,0.1985
6.1,43.9,51.095,0.24482,3.1112,-0.099175,0.13011,-0.016574
6.2,44.06,51.216,0.26934,3.0852,-0.033529,0.26013,-0.036555
6.3,44.219,51.336,0.30499,3.0343,-0.048752,0.50916,0.008477
6.4,44.379,51.457,0.054916,3.0402,0.34197,-0.05933,-0.21757
6.5,44.538,51.578,0.34769,3.0256,-0.40036,0.14644,0.41337
6.6,44.698,51.699,0.29813,3.0658,0.06777,-0.40258,-0.26068
6.7,44.857,51.819,0.26273,3.0545,0.048403,0.1129,0.010784
6.8,45.017,51.94,0.10908,3.0324,0.21012,0.22174,-0.090053
6.9,45.176,52.061,0.060333,3.0931,0.066654,-0.60796,0.07989
7,45.335,52.182,0.30723,3.1012,-0.33762,-0.080656,0.22512
7.1,45.495,52.302,0.29402,3.1747,0.018061,-0.73534,-0.19806
7.2,45.654,52.423,0.35403,3.1486,-0.082058,0.26133,0.055752
7.3,45.814,52.544,0.12804,3.1147,0.30903,0.3394,-0.21778
7.4,45.973,52.665,0.31933,3.0853,-0.26158,0.29374,0.31775
7.5,46.133,52.785,0.20072,3.069,0.1622,0.16262,-0.23598
7.6,46.292,52.906,0.31852,3.0119,-0.16109,0.57101,0.18003
7.7,46.452,53.027,0.077587,3.0146,0.32946,-0.02675,-0.27317
7.8,46.611,53.147,0.12828,2.9531,-0.069317,0.61499,0.22206
7.9,46.771,53.268,0.02826,2.9594,0.13677,-0.062444,-0.11476
8,46.93,53.389,0.24166,2.9452,-0.29182,0.14146,0.23866
8.1,47.089,53.51,0.17075,2.9447,0.096975,0.0047536,-0.2165
8.2,47.249,53.63,0.055926,2.9626,0.15701,-0.17887,-0.033432
8.3,47.408,53.751,0.12158,3.0101,-0.089776,-0.47523,0.13743
8.4,47.568,53.872,0.07563,2.9751,0.062832,0.35076,-0.084981
8.5,47.727,53.993,0.18136,2.9455,-0.14457,0.29588,0.1155
8.6,47.887,54.113,0.092033,2.8682,0.12214,0.77293,-0.14852
8.7,48.046,54.234,0.10829,2.8847,-0.022228,-0.16478,0.080395
8.8,48.206,54.355,0.085287,2.8893,0.031453,-0.046661,-0.029892
8.9,48.365,54.476,0.3642,2.8435,-0.38141,0.45869,0.2299
9,48.524,54.596,0.28295,2.7786,0.11112,0.64833,-0.27427
9.1,48.684,54.717,0.064405,2.8016,0.29884,-0.23008,-0.10454
9.2,48.843,54.838,0.21738,2.847,-0.20919,-0.45407,0.2829
9.3,49.003,54.958,0.037678,2.7995,0.24574,0.47498,-0.25333
9.4,49.162,55.079,0.08142,2.7255,-0.059816,0.74032,0.17015
9.5,49.322,55.2,0.36749,2.6478,-0.39119,0.77745,0.18453
9.6,49.481,55.321,0.14088,2.623,0.30988,0.24816,-0.39039
9.7,49.641,55.441,0.19001,2.5783,-0.067187,0.44605,0.20997
9.8,49.8,55.562,0.32105,2.5885,-0.17918,-0.10179,0.062365
9.9,49.959,55.683,0.30758,2.5285,0.018423,0.60026,-0.11004
10,50.119,55.804,0.034646,2.5033,0.37322,0.25181,-0.19757
10.1,50.313,55.853,0.26434,2.5576,-0.3141,-0.54321,0.38274
10.2,50.506,55.903,0.19782,2.61,0.090966,-0.52349,-0.22556
10.3,50.7,55.952,0.12806,2.6141,0.095398,-0.04147,-0.0024682
10.4,50.894,56.002,0.3413,2.6495,-0.2916,-0.35413,0.2155
10.5,51.088,56.051,0.28279,2.7421,0.080008,-0.92524,-0.20693
10.6,51.282,56.101,0.27168,2.7825,0.015193,-0.4039,0.036093
10.7,51.475,56.15,0.05416,2.861,0.29745,-0.78581,-0.15718
10.8,51.669,56.2,0.034834,2.9384,0.026428,-0.77369,0.15092
10.9,51.863,56.249,0.2851,3.018,-0.34222,-0.79632,0.20529
11,52.057,56.299,0.19105,3.062,0.1286,-0.43918,-0.26218
11.1,52.25,56.349,0.26515,3.0631,-0.10132,-0.011541,0.12803
11.2,52.444,56.398,0.33249,3.1325,-0.092088,-0.69378,-0.0051421
11.3,52.638,56.448,0.15662,3.1534,0.24049,-0.20906,-0.1852
11.4,52.832,56.497,0.3016,3.1732,-0.19825,-0.19848,0.24432
11.5,53.025,56.547,0.19629,3.1771,0.14401,-0.038947,-0.19059
11.6,53.219,56.596,0.32135,3.2521,-0.17101,-0.74984,0.17542
11.7,53.413,56.646,0.12688,3.2062,0.26592,0.45956,-0.24331
11.8,53.607,56.695,0.27216,3.1695,-0.19866,0.36625,0.25871
11.9,53.8,56.745,0.33746,3.1891,-0.089295,-0.19566,-0.060903
12,53.994,56.794,0.23626,3.1681,0.13839,0.20988,-0.12679
12.1,54.188,56.844,0.23632,3.2506,-8.4682e-05,-0.82442,0.07711
12.2,54.382,56.894,0.1354,3.2285,0.138,0.2203,-0.076896
12.3,54.576,56.943,0.17733,3.2928,-0.05733,-0.6423,0.10877
12.4,54.769,56.993,0.26074,3.2726,-0.11406,0.20135,0.031591
12.5,54.963,57.042,0.34338,3.272,-0.11301,0.0062402,-0.00058359
12.6,55.157,57.092,0.18829,3.2415,0.21209,0.30512,-0.18104
12.7,55.351,57.141,0.31461,3.2958,-0.17275,-0.54299,0.2143
12.8,55.544,57.191,0.26193,3.3226,0.072051,-0.26768,-0.13632
12.9,55.738,57.24,0.17569,3.4182,0.11792,-0.95614,-0.025542
13,55.932,57.29,0.13665,3.3347,0.053385,0.83487,0.035936
13.1,56.126,57.339,0.12589,3.2555,0.014715,0.79214,0.021534
13.2,56.319,57.389,0.091569,3.3256,0.046935,-0.70169,-0.017942
13.3,56.513,57.439,0.069921,3.3337,0.029602,-0.08088,0.0096519
13.4,56.707,57.488,0.23426,3.304,-0.22473,0.2973,0.14163
13.5,56.901,57.538,0.041211,3.3879,0.26399,-0.83908,-0.27214
13.6,57.094,57.587,0.1273,3.4569,-0.11772,-0.68975,0.21256
13.7,57.288,57.637,0.32883,3.4648,-0.27559,-0.079135,0.087911
13.8,57.482,57.686,0.019043,3.5194,0.42362,-0.54574,-0.38936
13.9,57.676,57.736,0.14215,3.4853,-0.16835,0.34026,0.32965
14,57.87,57.785,0.20367,3.5462,-0.084115,-0.60871,-0.046907
14.1,58.063,57.835,0.30952,3.5396,-0.14474,0.065802,0.033761
14.2,58.257,57.884,0.23801,3.4985,0.097783,0.41107,-0.13505
14.3,58.451,57.934,0.17964,3.4376,0.079813,0.60919,0.010007
14.4,58.645,57.984,0.092792,3.5126,0.11876,-0.75011,-0.02169
14.5,58.838,58.033,0.23093,3.441,-0.1889,0.71584,0.17133
14.6,59.032,58.083,0.21359,3.372,0.023719,0.69018,-0.1184
14.7,59.226,58.132,0.26406,3.2976,-0.069027,0.74403,0.051646
14.8,59.42,58.182,0.23337,3.281,0.041968,0.16647,-0.061808
14.9,59.613,58.231,0.11259,3.2,0.16517,0.80963,-0.068605
15,59.807,58.281,0.048128,3.2243,0.088146,-0.24252,0.042891
15.1,59.938,58.432,0.015387,3.2535,0.044772,-0.29248,0.024153
15.2,60.069,58.583,0.074236,3.2835,-0.080473,-0.29965,0.069744
15.3,60.2,58.734,0.28452,3.3343,-0.28755,-0.50805,0.11531
15.4,60.331,58.885,0.011526,3.295,0.3733,0.39297,-0.368
15.5,60.463,59.036,0.01004,3.2852,0.0020326,0.097837,0.20674
15.6,60.594,59.187,0.056179,3.3106,-0.063093,-0.25409,0.036266
15.7,60.725,59.338,0.1715,3.3076,-0.1577,0.030239,0.052682
15.8,60.856,59.489,0.22406,3.3219,-0.071864,-0.14269,-0.047798
15.9,60.987,59.64,0.31804,3.2909,-0.12852,0.30943,0.031548
16,61.118,59.792,0.31853,3.2944,-0.00067134,-0.035385,-0.071193
16.1,61.249,59.943,0.18569,3.2438,0.18166,0.50637,-0.10153
16.2,61.38,60.094,0.23908,3.2439,-0.073006,-0.00064988,0.14181
16.3,61.511,60.245,0.12815,3.2038,0.15168,0.40083,-0.12512
16.4,61.642,60.396,0.075294,3.1441,0.072283,0.59727,0.044213
16.5,61.773,60.547,0.0051661,3.1715,0.095896,-0.27486,-0.013149
16.6,61.904,60.698,0.21178,3.1135,-0.28253,0.5809,0.21073
16.7,62.035,60.849,0.1708,3.1462,0.05604,-0.3274,-0.18854
16.8,62.166,61,0.26402,3.1826,-0.12747,-0.36435,0.10219
16.9,62.298,61.151,0.32163,3.1826,-0.078789,0.00031428,-0.027111
17,62.429,61.302,0.091648,3.1427,0.3145,0.39882,-0.219
17.1,62.56,61.453,0.064618,3.1826,0.036963,-0.39894,0.15455
17.2,62.691,61.604,0.03854,3.2133,0.03566,-0.30675,0.00072559
17.3,62.822,61.755,0.13821,3.2705,-0.13629,-0.57215,0.095753
17.4,62.953,61.906,0.090968,3.331,0.064601,-0.60514,-0.11187
17.5,63.084,62.058,0.041163,3.3408,0.068107,-0.097416,-0.0019525
17.6,63.215,62.209,0.042126,3.3145,-0.0013177,0.26309,0.03866
17.7,63.346,62.36,0.25753,3.3103,-0.29456,0.041237,0.16329
17.8,63.477,62.511,0.11436,3.2647,0.19578,0.45591,-0.27305
17.9,63.608,62.662,0.23632,3.2219,-0.16677,0.42801,0.20189
18,63.739,62.813,0.17858,3.2179,0.078957,0.040404,-0.13683
18.1,63.87,62.964,0.17096,3.2181,0.010409,-0.0015998,0.038171
18.2,64.001,63.115,0.30312,3.2619,-0.18072,-0.43835,0.10643
18.3,64.132,63.266,0.29907,3.2303,0.0055416,0.31637,-0.10372
18.4,64.264,63.417,0.027353,3.2599,0.37156,-0.29617,-0.20382
18.5,64.395,63.568,0.20837,3.2859,-0.24753,-0.25981,0.34475
18.6,64.526,63.719,0.03106,3.2676,0.24246,0.18291,-0.27286
18.7,64.657,63.87,0.15046,3.2041,-0.16327,0.63506,0.22594
18.8,64.788,64.021,0.060293,3.154,0.1233,0.50086,-0.15958
18.9,64.919,64.172,0.051567,3.0943,0.011933,0.59635,0.062015
19,65.05,64.323,0.26714,3.0777,-0.29478,0.16592,0.1708
19.1,65.181,64.475,0.40128,3.0533,-0.18343,0.24411,-0.062005
19.2,65.312,64.626,0.42172,3.0405,-0.027952,0.12848,-0.086581
19.3,65.443,64.777,0.32172,3.0452,0.13675,-0.046931,-0.091715
19.4,65.574,64.928,0.14842,3.0072,0.23697,0.37983,-0.05581
19.5,65.705,65.079,0.41511,3.0212,-0.36468,-0.13998,0.33503
19.6,65.836,65.23,0.38372,3.0159,0.042917,0.053336,-0.22697
19.7,65.967,65.381,0.16123,3.0428,0.30426,-0.2692,-0.14553
19.8,66.099,65.532,0.38449,3.0231,-0.3053,0.1963,0.33943
19.9,66.23,65.683,0.24716,2.9699,0.18779,0.53202,-0.27458
20,66.361,65.834,0.16392,2.9967,0.11383,-0.26784,0.041183
20.1,66.546,65.909,0.0082371,3.024,0.21288,-0.27309,-0.055158
20.2,66.731,65.985,0.016574,3.0072,-0.011401,0.16853,0.12489
20.3,66.917,66.06,0.11213,3.0811,-0.13067,-0.73936,0.066417
20.4,67.102,66.135,0.15704,3.0489,-0.061403,0.32204,-0.038573
20.5,67.287,66.21,0.2537,3.0318,-0.13218,0.17111,0.039411
20.6,67.473,66.285,0.061139,2.9908,0.26331,0.41019,-0.22023
20.7,67.658,66.361,0.023327,3.0218,0.051706,-0.30966,0.11783
20.8,67.843,66.436,0.19803,3.0739,-0.2389,-0.52102,0.16183
20.9,68.029,66.511,0.14583,2.9837,0.07139,0.90148,-0.17279
21,68.214,66.586,0.10088,2.9028,0.061457,0.8088,0.0055315
21.1,68.399,66.661,0.53542,2.8534,-0.59421,0.49387,0.36511
21.2,68.585,66.736,0.2729,2.8383,0.35898,0.15129,-0.53079
21.3,68.77,66.812,0.2541,2.8498,0.025721,-0.1153,0.18558
21.4,68.955,66.887,0.46832,2.762,-0.29294,0.87794,0.17745
21.5,69.141,66.962,0.30131,2.6843,0.22838,0.77742,-0.2903
21.6,69.326,67.037,0.084831,2.6811,0.29602,0.031684,-0.037667
21.7,69.511,67.112,0.060605,2.6209,0.033128,0.60251,0.14639
21.8,69.697,67.188,0.53117,2.6024,-0.64347,0.18446,0.37677
21.9,69.882,67.263,0.48532,2.5248,0.062687,0.77613,-0.39323
22,70.067,67.338,0.121,2.6136,0.4982,-0.88751,-0.24252
22.1,70.253,67.413,0.46332,2.5916,-0.46811,0.2198,0.5381
22.2,70.438,67.488,0.5836,2.681,-0.16448,-0.89379,-0.16908
22.3,70.623,67.564,0.10943,2.7293,0.6484,-0.48279,-0.45266
22.4,70.808,67.639,0.010206,2.702,0.13568,0.27297,0.28551
22.5,70.994,67.714,0.56463,2.7091,-0.75815,-0.071,0.49774
22.6,71.179,67.789,0.12407,2.7949,0.60245,-0.85821,-0.75766
22.7,71.364,67.864,0.28371,2.7708,-0.21829,0.24038,0.45703
22.8,71.55,67.94,0.37821,2.8202,-0.12923,-0.49401,-0.049591
22.9,71.735,68.015,0.53736,2.8042,-0.21763,0.16059,0.049222
23,71.92,68.09,0.56396,2.8592,-0.036368,-0.55022,-0.10094
23.1,72.106,68.165,0.21214,2.9476,0.4811,-0.88406,-0.28815
23.2,72.291,68.24,0.23946,2.9832,-0.037365,-0.35594,0.28871
23.3,72.476,68.316,0.65809,3.0082,-0.57246,-0.24948,0.29797
23.4,72.662,68.391,0.29113,2.9471,0.5018,0.61058,-0.59821
23.5,72.847,68.466,0.13368,2.9493,0.21531,-0.021858,0.15954
23.6,73.032,68.541,0.49865,3.03,-0.49909,-0.80761,0.39782
23.7,73.218,68.616,0.48122,3.0557,0.023833,-0.25619,-0.29119
23.8,73.403,68.692,0.65867,2.9683,-0.24265,0.87405,0.14839
23.9,73.588,68.767,0.36915,3.0261,0.3959,-0.5787,-0.35558
24,73.774,68.842,0.56662,3.0909,-0.27002,-0.64821,0.37083
24.1,73.959,68.917,0.51069,3.1286,0.076477,-0.37664,-0.19295
24.2,74.144,68.992,0.70688,3.1071,-0.26827,0.21516,0.19198
24.3,74.33,69.068,0.7193,3.0214,-0.016992,0.85736,-0.13993
24.4,74.515,69.143,0.43881,2.9448,0.38357,0.76514,-0.22305
24.5,74.7,69.218,0.62645,2.9006,-0.2566,0.44235,0.35648
24.6,74.886,69.293,0.0026267,2.9601,0.85305,-0.59482,-0.61792
24.7,75.071,69.368,0.49308,2.9385,-0.67068,0.21631,0.8485
24.8,75.256,69.444,0.37637,2.869,0.1596,0.69474,-0.46235
24.9,75.442,69.519,0.52595,2.8258,-0.20454,0.4321,0.20278
25,75.627,69.594,0.63205,2.7473,-0.14509,0.78494,-0.033103
25.1,75.748,69.512,0.15423,2.7804,0.6534,-0.33154,-0.44465
25.2,75.87,69.431,0.28324,2.7485,-0.17641,0.31947,0.46209
25.3,75.991,69.349,0.32824,2.7828,-0.061534,-0.34298,-0.063972
25.4,76.113,69.268,0.46819,2.7677,-0.19138,0.15136,0.072308
25.5,76.234,69.187,0.44678,2.7279,0.029282,0.39802,-0.12288
25.6,76.356,69.105,0.60813,2.7259,-0.22065,0.019875,0.13917
25.7,76.477,69.024,0.56585,2.7491,0.057828,-0.23245,-0.15507
25.8,76.599,68.942,0.44423,2.7554,0.1663,-0.063297,-0.060406
25.9,76.72,68.861,0.69034,2.808,-0.33655,-0.5258,0.28002
26,76.841,68.779,0.1392,2.8287,0.75366,-0.20717,-0.60709
26.1,76.963,68.698,0.57048,2.889,-0.58975,-0.60235,0.74809
26.2,77.084,68.616,0.073474,2.9376,0.67963,-0.48598,-0.70686
26.3,77.206,68.535,0.39114,2.9578,-0.4344,-0.20247,0.62035
26.4,77.327,68.453,0.52531,2.9056,-0.18347,0.52239,-0.13973
26.5,77.449,68.372,0.55843,2.8713,-0.045283,0.34309,-0.07695
26.6,77.57,68.29,0.7291,2.8875,-0.23339,-0.16231,0.10475
26.7,77.692,68.209,0.58898,2.8537,0.19161,0.33837,-0.23666
26.8,77.813,68.127,0.29812,2.8643,0.39773,-0.10615,-0.11478
26.9,77.935,68.046,0.38993,2.8494,-0.12554,0.14836,0.29139
27,78.056,67.964,0.7558,2.8342,-0.50032,0.15206,0.2087
27.1,78.177,67.883,0.22614,2.7781,0.7243,0.561,-0.68194
27.2,78.299,67.801,0.65277,2.7922,-0.5834,-0.14015,0.7282
27.3,78.42,67.72,0.0021512,2.8205,0.88969,-0.2831,-0.82031
27.4,78.542,67.638,0.74233,2.8518,-1.0122,-0.3129,1.0591
27.5,78.663,67.557,0.025806,2.7974,0.97982,0.54307,-1.1093
27.6,78.785,67.475,0.43597,2.809,-0.56088,-0.11543,0.85795
27.7,78.906,67.394,0.86812,2.849,-0.59094,-0.40045,0.016739
27.8,79.028,67.312,0.84169,2.8559,0.036149,-0.06832,-0.3492
27.9,79.149,67.231,0.84026,2.8396,0.0019528,0.16295,0.019042
28,79.271,67.149,0.34204,2.8837,0.68129,-0.441,-0.37829
28.1,79.392,67.068,0.81084,2.8449,-0.64106,0.38761,0.73636
28.2,79.513,66.986,0.40889,2.8008,0.54965,0.44146,-0.66306
28.3,79.635,66.905,0.11804,2.7447,0.39771,0.56093,0.08461
28.4,79.756,66.823,0.16034,2.7973,-0.057839,-0.52657,0.25368
28.5,79.878,66.742,0.3404,2.8276,-0.24623,-0.30234,0.10491
28.6,79.999,66.66,0.31782,2.7735,0.03088,0.54032,-0.15431
28.7,80.121,66.579,0.71807,2.7272,-0.54732,0.46334,0.32198
28.8,80.242,66.497,0.12131,2.6678,0.81604,0.59361,-0.7592
28.9,80.364,66.416,0.45311,2.6412,-0.45372,0.26669,0.70708
29,80.485,66.334,0.88846,2.6743,-0.59532,-0.3309,0.078852
29.1,80.606,66.253,0.63387,2.6879,0.34813,-0.13667,-0.52537
29.2,80.728,66.172,0.071366,2.6369,0.7692,0.51014,-0.23447
29.3,80.849,66.09,0.3508,2.6953,-0.38211,-0.58386,0.64112
29.4,80.971,66.009,0.842,2.7088,-0.6717,-0.13532,0.16126
29.5,81.092,65.927,0.4138,2.729,0.58555,-0.20183,-0.70011
29.6,81.214,65.846,0.29186,2.6937,0.16674,0.35326,0.23322
29.7,81.335,65.764,0.36334,2.6915,-0.097742,0.022303,0.14728
29.8,81.457,65.683,0.16508,2.6879,0.27111,0.035503,-0.2054
29.9,81.578,65.601,0.17034,2.6941,-0.0071945,-0.061636,0.15497
30,81.7,65.52,0.15713,2.7235,0.018061,-0.29438,-0.014064
30.1,81.702,65.32,0.48639,2.7223,-0.45024,0.0123,0.26078
30.2,81.705,65.12,0.56028,2.7233,-0.10104,-0.010195,-0.19446
30.3,81.708,64.92,0.14686,2.7236,0.56534,-0.0028305,-0.37108
30.4,81.711,64.72,0.062262,2.7233,0.11568,0.0026077,0.2504
30.5,81.714,64.52,0.075916,2.7223,-0.018672,0.010651,0.074815
30.6,81.717,64.32,0.65201,2.7216,-0.78778,0.0068527,0.42828
30.7,81.719,64.12,0.48705,2.7207,0.22558,0.00896,-0.5643
30.8,81.722,63.92,0.59766,2.7214,-0.15126,-0.0068451,0.20985
30.9,81.725,63.72,0.87353,2.7209,-0.37724,0.0047827,0.12584
31,81.728,63.52,0.35784,2.7215,0.70518,-0.0063022,-0.60275
31.1,81.731,63.32,0.67783,2.7212,-0.43757,0.0031654,0.63635
31.2,81.733,63.12,0.068942,2.722,0.83262,-0.0081602,-0.70732
31.3,81.736,62.92,0.55565,2.7227,-0.66555,-0.0073712,0.83427
31.4,81.739,62.72,0.31167,2.7238,0.33362,-0.011074,-0.5564
31.5,81.742,62.52,0.2213,2.7242,0.12358,-0.0039889,0.11696
31.6,81.745,62.32,0.81779,2.7252,-0.81568,-0.009059,0.52304
31.7,81.748,62.12,0.57093,2.7254,0.33757,-0.0025371,-0.6422
31.8,81.75,61.92,0.22249,2.7266,0.47647,-0.012335,-0.077346
31.9,81.753,61.72,0.22437,2.7271,-0.0025683,-0.0047861,0.26676
32,81.756,61.52,0.66886,2.728,-0.60781,-0.0089689,0.33703
32.1,81.759,61.32,0.36668,2.7287,0.4132,-0.0064616,-0.56856
32.2,81.762,61.12,0.35964,2.7293,0.0096304,-0.0064979,0.22473
32.3,81.765,60.92,0.86623,2.7286,-0.69273,0.0074392,0.39111
32.4,81.767,60.72,0.038542,2.7272,1.1318,0.013304,-1.016
32.5,81.77,60.52,0.86603,2.726,-1.1315,0.012637,1.2604
32.6,81.773,60.32,0.19627,2.7253,0.91586,0.006975,-1.1401
32.7,81.776,60.12,0.078824,2.7248,0.16061,0.0050999,0.42057
32.8,81.779,59.92,0.19646,2.7243,-0.16086,0.0048992,0.17901
32.9,81.782,59.72,0.70091,2.7239,-0.68982,0.003776,0.29456
33,81.784,59.52,0.4544,2.7227,0.3371,0.012274,-0.57185
33.1,81.787,59.32,0.12611,2.722,0.44892,0.006644,-0.06227
33.2,81.79,59.12,0.20456,2.7234,-0.10728,-0.013509,0.30972
33.3,81.793,58.92,0.60332,2.7226,-0.54529,0.0073597,0.24391
33.4,81.796,58.72,0.69904,2.7232,-0.13089,-0.0061714,-0.23076
33.5,81.798,58.52,0.20276,2.7243,0.67865,-0.010794,-0.4508
33.6,81.801,58.32,0.43841,2.7248,-0.32225,-0.0044325,0.55736
33.7,81.804,58.12,0.43826,2.7259,0.00021263,-0.011478,-0.17957
33.8,81.807,57.92,0.60324,2.7269,-0.22561,-0.010389,0.12575
33.9,81.81,57.72,0.48412,2.7269,0.16289,0.00070181,-0.21634
34,81.813,57.52,0.085918,2.7261,0.54452,0.0077875,-0.21251
34.1,81.815,57.32,0.47596,2.7272,-0.53337,-0.010698,0.60023
34.2,81.818,57.12,0.60573,2.7264,-0.17746,0.0079076,-0.19819
34.3,81.821,56.92,0.12263,2.7277,0.66062,-0.013564,-0.46669
34.4,81.824,56.72,0.4716,2.729,-0.4772,-0.013136,0.63361
34.5,81.827,56.521,0.31213,2.729,0.21807,9.5943e-05,-0.38717
34.6,81.83,56.321,0.32738,2.7286,-0.020853,0.0040659,0.13305
34.7,81.832,56.121,0.58724,2.7299,-0.35535,-0.012819,0.18626
34.8,81.835,55.921,0.1776,2.7301,0.56017,-0.0018838,-0.50981
34.9,81.838,55.721,0.48103,2.7292,-0.41493,0.0092825,0.54299
35,81.841,55.521,0.27232,2.729,0.2854,0.0018687,-0.38999
35.1,81.933,55.558,0.28801,2.7207,-0.021444,0.083318,0.17087
35.2,82.026,55.595,0.16518,2.682,0.16795,0.3864,-0.10547
35.3,82.118,55.633,0.19659,2.6404,-0.042948,0.41573,0.11744
35.4,82.21,55.67,0.35002,2.5955,-0.2098,0.44928,0.092913
35.5,82.303,55.707,0.4975,2.6361,-0.20167,-0.40551,-0.0045249
35.6,82.395,55.745,0.095793,2.6604,0.54931,-0.24374,-0.41819
35.7,82.488,55.782,0.26863,2.62,-0.23634,0.40476,0.4375
35.8,82.58,55.819,0.065683,2.6145,0.27752,0.05499,-0.28615
35.9,82.672,55.857,0.54706,2.645,-0.65826,-0.30511,0.5211
36,82.765,55.894,0.013479,2.6413,0.72965,0.036604,-0.77287
36.1,82.857,55.932,0.37841,2.6197,-0.49902,0.21585,0.6842
36.2,82.95,55.969,0.29225,2.6454,0.11781,-0.25681,-0.34349
36.3,83.042,56.006,0.10666,2.6634,0.25378,-0.17957,-0.075715
