t,x,y,th,v,omega,acc,gamma
4.7,13.658,62.45,-0.019556,2.9838,0.0045282,0.49047,-0.0053532
4.8,13.842,62.502,-0.041277,2.9938,0.032971,-0.099855,-0.01991
4.9,14.026,62.555,-0.01161,3.0351,-0.045032,-0.41357,0.054601
5,14.211,62.607,-0.017445,3.0324,0.0088567,0.027262,-0.037722
5.1,14.149,62.797,-0.04388,3.0526,0.040125,-0.20172,-0.021888
5.2,14.087,62.987,-0.002511,3.0693,-0.062793,-0.16747,0.072042
5.3,14.025,63.177,-0.056091,3.0976,0.081328,-0.28221,-0.10088
5.4,13.963,63.367,-0.018644,3.0827,-0.05684,0.14817,0.096717
5.5,13.901,63.558,-0.0038998,3.1127,-0.02238,-0.29909,-0.024122
5.6,13.839,63.748,-0.052786,3.1355,0.074204,-0.22801,-0.067608
5.7,13.777,63.938,-0.00060299,3.1292,-0.079208,0.062796,0.10739
5.8,13.716,64.128,-0.029926,3.1037,0.044509,0.2549,-0.086601
5.9,13.654,64.318,-0.041774,3.117,0.017985,-0.13317,0.018567
6,13.592,64.509,-0.0027946,3.0913,-0.059167,0.25731,0.054006
6.1,13.53,64.699,-0.048276,3.0888,0.069036,0.024477,-0.089742
6.2,13.468,64.889,-0.0028432,3.1178,-0.068962,-0.29002,0.096598
6.3,13.406,65.079,-0.045181,3.1302,0.064264,-0.12401,-0.093258
6.4,13.344,65.269,-0.019295,3.1369,-0.039292,-0.066786,0.072489
6.5,13.282,65.459,-0.012058,3.1467,-0.010985,-0.098203,-0.019815
6.6,13.221,65.65,-0.034289,3.1497,0.033745,-0.029775,-0.031311
6.7,13.159,65.84,-0.02664,3.1649,-0.01161,-0.15171,0.031749
6.8,13.097,66.03,-0.012086,3.1389,-0.022091,0.2601,0.0073365
6.9,13.035,66.22,-0.013865,3.169,0.0027007,-0.30112,-0.017354
7,12.973,66.41,-0.014976,3.1642,0.0016861,0.047585,0.00071021
7.1,12.911,66.601,-0.0043103,3.1354,-0.01619,0.28836,0.012513
7.2,12.849,66.791,-0.032745,3.142,0.043161,-0.06612,-0.041545
7.3,12.787,66.981,-0.0035887,3.1609,-0.044256,-0.18867,0.061191
7.4,12.726,67.171,-0.021158,3.1731,0.026668,-0.12216,-0.049646
7.5,12.664,67.361,-0.012713,3.1869,-0.012818,-0.13778,0.02764
7.6,12.602,67.552,-0.0074584,3.1627,-0.0079761,0.24193,-0.0033892
7.7,12.54,67.742,-0.0012969,3.1347,-0.0093524,0.27935,0.00096343
7.8,12.478,67.932,-0.01646,3.1368,0.023016,-0.020248,-0.022658
7.9,12.416,68.122,-0.009703,3.1599,-0.010256,-0.23178,0.023291
8,12.354,68.312,-0.0031977,3.1659,-0.0098743,-0.059441,-0.00026754
8.1,12.292,68.502,-0.011181,3.1547,0.012118,0.1115,-0.015395
8.2,12.231,68.693,-0.0061476,3.1261,-0.0076404,0.28586,0.013831
8.3,12.169,68.883,-0.0048469,3.1211,-0.0019742,0.050836,-0.0039663
8.4,12.107,69.073,-0.00017567,3.0922,-0.0070904,0.28812,0.0035813
8.5,12.045,69.263,-0.0017266,3.0949,0.0023541,-0.026746,-0.0066112
8.6,11.983,69.453,0.00020483,3.0934,-0.0029317,0.014879,0.0037001
8.7,11.921,69.644,0.0031863,3.1125,-0.0045255,-0.19039,0.0011156
8.8,11.859,69.834,0.0038958,3.098,-0.0010769,0.14472,-0.002414
8.9,11.797,70.024,0.0050911,3.1186,-0.0018144,-0.20559,0.00051625
9,11.736,70.214,0.0042914,3.095,0.0012138,0.23595,-0.0021198
9.1,11.674,70.404,0.016863,3.0696,-0.019083,0.25408,0.014208
9.2,11.612,70.595,0.0011555,3.06,0.023843,0.096016,-0.030048
9.3,11.55,70.785,0.013106,3.0418,-0.018139,0.18145,0.029387
9.4,11.488,70.975,0.029064,3.0681,-0.024223,-0.26267,0.0042588
9.5,11.426,71.165,0.0071643,3.0406,0.033241,0.27467,-0.040225
9.6,11.364,71.355,0.020949,3.0142,-0.020923,0.26379,0.037915
9.7,11.302,71.545,0.0088572,3.0184,0.018354,-0.041398,-0.027494
9.8,11.241,71.736,0.00036893,3.0428,0.012884,-0.24421,0.0038285
9.9,11.179,71.926,0.04363,3.0436,-0.065665,-0.0078849,0.054984
10,11.117,72.116,0.000163,3.0147,0.065977,0.28903,-0.092149
10.1,11.069,72.222,0.01725,3.0133,-0.025936,0.013623,0.064339
10.2,11.021,72.329,0.039593,3.018,-0.033915,-0.046567,0.0055853
10.3,10.972,72.435,0.027062,3.0158,0.019021,0.021897,-0.037055
10.4,10.924,72.542,0.020237,3.0282,0.01036,-0.12451,0.0060625
10.5,10.876,72.648,0.015462,3.0133,0.0072469,0.14903,0.0021791
10.6,10.828,72.755,0.068143,3.0208,-0.079963,-0.075044,0.061047
10.7,10.78,72.861,0.029431,3.011,0.05876,0.098078,-0.097106
10.8,10.732,72.968,0.028432,2.9991,0.0015168,0.11931,0.04007
10.9,10.684,73.074,0.066305,2.992,-0.057487,0.071407,0.041303
11,10.636,73.18,0.098713,2.9781,-0.049192,0.13889,-0.0058065
11.1,10.588,73.287,0.078327,2.965,0.030943,0.13099,-0.056094
11.2,10.54,73.393,0.0063896,2.9779,0.10919,-0.12933,-0.054775
11.3,10.492,73.5,0.040255,2.9997,-0.051403,-0.21798,0.11242
11.4,10.444,73.606,0.018393,3.02,0.033183,-0.20269,-0.05921
11.5,10.395,73.713,0.036724,3.0256,-0.027824,-0.056204,0.042705
11.6,10.347,73.819,0.020148,3.0149,0.025161,0.10713,-0.03709
11.7,10.299,73.926,0.10695,3.0228,-0.13175,-0.07922,0.10984
11.8,10.251,74.032,0.12241,3.0392,-0.023475,-0.1645,-0.075794
11.9,10.203,74.138,0.074924,3.0265,0.072083,0.12747,-0.06689
12,10.155,74.245,0.096025,3.0298,-0.032029,-0.03287,0.072879
12.1,10.107,74.351,0.053782,3.0177,0.06412,0.12062,-0.067305
12.2,10.059,74.458,0.063979,3.0307,-0.015478,-0.12996,0.055719
12.3,10.011,74.564,0.0062799,3.017,0.087581,0.13715,-0.072141
12.4,9.9627,74.671,0.064777,3.0205,-0.088793,-0.034535,0.12346
12.5,9.9146,74.777,0.15855,3.0131,-0.14234,0.073863,0.037482
12.6,9.8666,74.884,0.0017907,2.9961,0.23795,0.16937,-0.2662
12.7,9.8185,74.99,0.12291,2.9948,-0.18384,0.013358,0.29525
12.8,9.7704,75.096,0.14415,2.982,-0.032236,0.12803,-0.10613
12.9,9.7223,75.203,0.047748,3,0.14632,-0.17986,-0.12499
13,9.6742,75.309,0.15653,2.9874,-0.16512,0.12546,0.21801
13.1,9.6261,75.416,0.10379,2.9802,0.080053,0.072022,-0.17162
13.2,9.578,75.522,0.12412,2.9629,-0.030862,0.17318,0.07764
13.3,9.53,75.629,0.15383,2.9719,-0.045086,-0.08986,0.0099566
13.4,9.4819,75.735,0.0032508,2.9887,0.22856,-0.16814,-0.19155
13.5,9.4338,75.842,0.011477,3.0059,-0.012486,-0.17198,0.16873
13.6,9.3857,75.948,0.057214,3.0256,-0.069424,-0.1966,0.039856
13.7,9.3376,76.054,0.048159,3.0346,0.013744,-0.090037,-0.058217
13.8,9.2895,76.161,0.11095,3.0461,-0.095307,-0.11566,0.076335
13.9,9.2415,76.267,0.0072378,3.0403,0.15742,0.058144,-0.17691
14,9.1934,76.374,0.20211,3.0616,-0.29579,-0.21246,0.31725
14.1,9.1453,76.48,0.03902,3.0611,0.24755,0.0049135,-0.38033
14.2,9.0972,76.587,0.088076,3.0699,-0.074462,-0.088184,0.22541
14.3,9.0491,76.693,0.18336,3.0478,-0.14462,0.22094,0.049113
14.4,9.001,76.8,0.21001,3.0274,-0.040458,0.20393,-0.072916
14.5,8.9529,76.906,0.02031,3.0058,0.28794,0.21658,-0.22988
14.6,8.9049,77.012,0.15559,3.01,-0.20533,-0.042207,0.34529
14.7,8.8568,77.119,0.057536,3.0039,0.14883,0.060313,-0.24791
14.8,8.8087,77.225,0.25543,2.9857,-0.30038,0.18251,0.31444
14.9,8.7606,77.332,0.17848,2.9997,0.1168,-0.13994,-0.29202
15,8.7125,77.438,0.23056,3.0006,-0.079057,-0.0088769,0.1371
15.1,8.8167,77.609,0.021948,3.0443,0.31665,-0.43749,-0.27699
15.2,8.9208,77.78,0.086005,3.0266,-0.097231,0.17699,0.28972
15.3,9.025,77.95,0.22739,3.0024,-0.21461,0.24208,0.082166
15.4,9.1291,78.121,0.11041,3.0319,0.17757,-0.29481,-0.27452
15.5,9.2332,78.292,0.049318,3.0254,0.09273,0.065257,0.059385
15.6,9.3374,78.463,0.27712,2.9866,-0.34578,0.38738,0.30696
15.7,9.4415,78.633,0.10231,2.9449,0.26535,0.41766,-0.42779
15.8,9.5457,78.804,0.24726,2.9622,-0.22002,-0.1732,0.33976
15.9,9.6498,78.975,0.13272,2.9919,0.17386,-0.29718,-0.27572
16,9.754,79.146,0.083621,3.0237,0.074528,-0.31788,0.069533
16.1,9.8581,79.316,0.21011,3.0283,-0.192,-0.045736,0.18657
16.2,9.9623,79.487,0.23006,3.0803,-0.030273,-0.51995,-0.11321
16.3,10.066,79.658,0.043211,3.0664,0.28361,0.13867,-0.21972
16.4,10.171,79.829,0.16276,3.114,-0.18146,-0.47556,0.32555
16.5,10.275,79.999,0.26493,3.0672,-0.15509,0.46719,-0.018458
16.6,10.379,80.17,0.20542,3.1053,0.090329,-0.38082,-0.17179
16.7,10.483,80.341,0.30476,3.1421,-0.15079,-0.36749,0.16878
16.8,10.587,80.512,0.29848,3.105,0.0095285,0.37046,-0.11222
16.9,10.691,80.682,0.19201,3.0949,0.16161,0.10114,-0.10646
17,10.795,80.853,0.033428,3.0983,0.24071,-0.034273,-0.055371
17.1,10.9,81.024,0.18718,3.0989,-0.23337,-0.0054969,0.33186
17.2,11.004,81.195,0.31457,3.0831,-0.19337,0.15822,-0.028005
17.3,11.108,81.365,0.25206,3.0327,0.094881,0.50406,-0.20177
17.4,11.212,81.536,0.25767,3.0207,-0.0085103,0.11945,0.072374
17.5,11.316,81.707,0.29945,2.9721,-0.063421,0.48617,0.038437
17.6,11.42,81.878,0.099662,2.9474,0.30326,0.24704,-0.25667
17.7,11.524,82.048,0.19351,2.923,-0.14244,0.24398,0.31199
17.8,11.629,82.219,0.052336,2.8892,0.21428,0.33788,-0.24971
17.9,11.733,82.39,0.28538,2.914,-0.35373,-0.24835,0.39761
18,11.837,82.561,0.35852,2.8791,-0.11102,0.34957,-0.1699
18.1,11.941,82.731,0.3131,2.9303,0.068932,-0.51222,-0.12596
18.2,12.045,82.902,0.10186,2.9524,0.32065,-0.22144,-0.1762
18.3,12.149,83.073,0.29533,2.9956,-0.29367,-0.43207,0.43002
18.4,12.253,83.244,0.29205,3.0269,0.004979,-0.31289,-0.20905
18.5,12.358,83.414,0.17164,2.9986,0.18276,0.28294,-0.12445
18.6,12.462,83.585,0.30006,2.9933,-0.19493,0.053227,0.26439
18.7,12.566,83.756,0.097193,2.9822,0.30794,0.1111,-0.35201
18.8,12.67,83.927,0.057152,3.0093,0.060778,-0.27064,0.17301
18.9,12.774,84.097,0.33575,2.9598,-0.42288,0.49435,0.33856
19,12.878,84.268,0.35751,2.966,-0.033028,-0.06151,-0.27289
19.1,12.982,84.439,0.14086,2.9838,0.32884,-0.1785,-0.25331
19.2,13.087,84.61,0.267,3.0259,-0.19147,-0.42082,0.36421
19.3,13.191,84.78,0.010764,3.0448,0.38895,-0.18922,-0.40629
19.4,13.295,84.951,0.33595,3.0536,-0.4936,-0.087533,0.61778
19.5,13.399,85.122,0.21656,3.0179,0.18123,0.35654,-0.47238
19.6,13.503,85.292,0.34436,3.062,-0.194,-0.44046,0.26266
19.7,13.607,85.463,0.041634,3.0276,0.45951,0.34375,-0.45745
19.8,13.711,85.634,0.20105,3.0433,-0.24198,-0.15698,0.49104
19.9,13.816,85.805,0.4005,3.0573,-0.30274,-0.13957,0.042532
20,13.92,85.975,0.43262,3.0055,-0.048756,0.51751,-0.17779
20.1,14.107,86.046,0.10922,2.9947,0.49088,0.10811,-0.37775
20.2,14.294,86.117,0.27259,2.925,-0.24798,0.69675,0.5172
20.3,14.481,86.187,0.045005,2.9539,0.34546,-0.28824,-0.4154
20.4,14.668,86.258,0.16775,3.0084,-0.18632,-0.54507,0.37224
20.5,14.855,86.328,0.34184,3.0793,-0.26425,-0.70891,0.054552
20.6,15.043,86.399,0.024918,3.1678,0.48105,-0.88549,-0.52171
20.7,15.23,86.469,0.1529,3.0833,-0.19426,0.84503,0.47272
20.8,15.417,86.54,0.27856,3.0362,-0.19073,0.47071,-0.0024759
20.9,15.604,86.61,0.34979,3.1154,-0.10813,-0.79174,-0.05782
21,15.791,86.681,0.25857,3.0984,0.13847,0.16982,-0.17262
21.1,15.978,86.751,0.37858,3.0758,-0.18217,0.22619,0.22444
21.2,16.165,86.822,0.39503,3.1294,-0.024966,-0.53629,-0.11004
21.3,16.353,86.893,0.20455,3.121,0.28912,0.083937,-0.21986
21.4,16.54,86.963,0.13051,3.1992,0.11239,-0.78133,0.12371
21.5,16.727,87.034,0.043382,3.2035,0.13225,-0.043211,-0.013902
21.6,16.914,87.104,0.34103,3.2393,-0.4518,-0.35818,0.40883
21.7,17.101,87.175,0.20427,3.157,0.20759,0.82287,-0.46157
21.8,17.288,87.245,0.026767,3.0794,0.26943,0.77655,-0.04329
21.9,17.475,87.316,0.3266,3.1137,-0.45511,-0.34316,0.50718
22,17.663,87.386,0.45538,3.0452,-0.19547,0.68481,-0.18174
22.1,17.85,87.457,0.17256,3.0382,0.42929,0.070248,-0.43733
22.2,18.037,87.527,0.27179,3.1004,-0.15062,-0.62205,0.40593
22.3,18.224,87.598,0.11545,3.1632,0.2373,-0.62843,-0.27154
22.4,18.411,87.669,0.31616,3.2397,-0.30465,-0.76438,0.37936
22.5,18.598,87.739,0.40671,3.2596,-0.13744,-0.19983,-0.11704
22.6,18.785,87.81,0.26538,3.2805,0.21452,-0.2087,-0.24637
22.7,18.973,87.88,0.1207,3.2977,0.2196,-0.17138,-0.0035558
22.8,19.16,87.951,0.44359,3.3745,-0.49011,-0.76868,0.4968
22.9,19.347,88.021,0.18458,3.4383,0.39315,-0.63813,-0.61828
23,19.534,88.092,0.37732,3.4144,-0.29256,0.23929,0.48
23.1,19.721,88.162,0.14499,3.4729,0.35265,-0.58525,-0.45165
23.2,19.908,88.233,0.44627,3.444,-0.4573,0.28929,0.56696
23.3,20.096,88.304,0.27117,3.3516,0.26578,0.92423,-0.50616
23.4,20.283,88.374,0.33035,3.3091,-0.089834,0.42471,0.24893
23.5,20.47,88.445,0.4242,3.3231,-0.14245,-0.14003,0.03683
23.6,20.657,88.515,0.17721,3.4034,0.3749,-0.80306,-0.36214
23.7,20.844,88.586,0.02819,3.3309,0.2262,0.72535,0.10409
23.8,21.031,88.656,0.38322,3.3204,-0.5389,0.10442,0.53557
23.9,21.218,88.727,0.30992,3.3552,0.11126,-0.34747,-0.45511
24,21.406,88.797,0.26865,3.2621,0.062648,0.93132,0.034028
24.1,21.593,88.868,0.054076,3.2796,0.3257,-0.17517,-0.18414
24.2,21.78,88.938,0.19694,3.2248,-0.21686,0.5473,0.37979
24.3,21.967,89.009,0.48246,3.1614,-0.43338,0.63421,0.15157
24.4,22.154,89.08,0.40216,3.1631,0.12188,-0.017055,-0.38868
24.5,22.341,89.15,0.077614,3.0863,0.49263,0.76869,-0.25953
24.6,22.528,89.221,0.37771,3.0062,-0.45552,0.80031,0.6637
24.7,22.716,89.291,0.48699,3.0811,-0.16587,-0.74831,-0.20275
24.8,22.903,89.362,0.50146,2.9924,-0.02196,0.8864,-0.10074
24.9,23.09,89.432,0.16521,2.95,0.51039,0.42429,-0.37265
25,23.277,89.503,0.47685,2.8885,-0.47303,0.61538,0.6884
25.1,23.474,89.536,0.14508,2.917,0.50359,-0.28584,-0.68364
25.2,23.672,89.569,0.21067,2.8721,-0.099559,0.4493,0.4222
25.3,23.869,89.602,0.45754,2.9061,-0.37473,-0.33989,0.19262
25.4,24.066,89.635,0.32101,2.815,0.20723,0.91138,-0.40737
25.5,24.263,89.668,0.37231,2.7441,-0.077857,0.70852,0.19956
25.6,24.461,89.701,0.16324,2.6469,0.31734,0.97182,-0.27664
25.7,24.658,89.734,0.38119,2.6982,-0.33082,-0.51296,0.45371
25.8,24.855,89.766,0.30185,2.6434,0.12042,0.54826,-0.31587
25.9,25.052,89.799,0.098071,2.594,0.30932,0.49351,-0.13223
26,25.25,89.832,0.4898,2.6054,-0.59459,-0.11376,0.63274
26.1,25.447,89.865,0.36695,2.6337,0.18647,-0.28258,-0.54675
26.2,25.644,89.898,0.25324,2.5728,0.17258,0.60859,0.0097226
26.3,25.841,89.931,0.32295,2.5813,-0.10581,-0.084787,0.19487
26.4,26.039,89.964,0.19414,2.5806,0.19553,0.0070252,-0.21093
26.5,26.236,89.997,0.47635,2.6446,-0.42837,-0.64012,0.43673
26.6,26.433,90.03,0.12075,2.634,0.53976,0.10641,-0.67769
26.7,26.63,90.063,0.14918,2.6291,-0.043144,0.048726,0.40803
26.8,26.828,90.096,0.021908,2.5818,0.19318,0.47326,-0.16543
26.9,27.025,90.129,0.060223,2.5339,-0.058157,0.47826,0.17594
27,27.222,90.162,0.035613,2.4975,0.037355,0.36458,-0.066858
27.1,27.42,90.195,0.030332,2.5574,0.0080172,-0.5993,0.020536
27.2,27.617,90.228,0.44029,2.6419,-0.62227,-0.84481,0.4412
27.3,27.814,90.261,0.30345,2.663,0.20771,-0.21086,-0.58098
27.4,28.011,90.294,0.053412,2.598,0.37953,0.6497,-0.12027
27.5,28.209,90.327,0.37394,2.5544,-0.48653,0.43653,0.60624
27.6,28.406,90.36,0.18543,2.5143,0.28614,0.40057,-0.54087
27.7,28.603,90.393,0.11061,2.5413,0.11357,-0.27015,0.1208
27.8,28.8,90.426,0.1055,2.575,0.0077547,-0.33666,0.074069
27.9,28.998,90.459,0.2412,2.4781,-0.20598,0.96908,0.14961
28,29.195,90.492,0.35451,2.5644,-0.17199,-0.86287,-0.023796
28.1,29.392,90.524,0.32764,2.5499,0.040773,0.14413,-0.14893
28.2,29.589,90.557,0.35594,2.5496,-0.042945,0.0031362,0.058602
28.3,29.787,90.59,0.085199,2.6285,0.41095,-0.7891,-0.31772
28.4,29.984,90.623,0.016452,2.6529,0.10435,-0.2431,0.21462
28.5,30.181,90.656,0.39047,2.6015,-0.56772,0.51363,0.47045
28.6,30.379,90.689,0.096782,2.6296,0.44578,-0.28102,-0.70945
28.7,30.576,90.722,0.54187,2.5719,-0.6756,0.57666,0.78497
28.8,30.773,90.755,0.23725,2.6501,0.46238,-0.78171,-0.79658
28.9,30.97,90.788,0.1277,2.7181,0.16628,-0.68045,0.20727
29,31.168,90.821,0.48151,2.7135,-0.53704,0.046179,0.49233
29.1,31.365,90.854,0.35621,2.6756,0.1902,0.37955,-0.50907
29.2,31.562,90.887,0.05754,2.6801,0.45334,-0.045103,-0.1842
29.3,31.759,90.92,0.010481,2.6923,0.07143,-0.12182,0.26734
29.4,31.957,90.953,0.39382,2.7297,-0.58186,-0.37439,0.4573
29.5,32.154,90.986,0.33247,2.7341,0.093111,-0.044169,-0.47248
29.6,32.351,91.019,0.30146,2.6534,0.047073,0.80708,0.032226
29.7,32.548,91.052,0.25374,2.6069,0.072431,0.46483,-0.01775
29.8,32.746,91.085,0.13316,2.6245,0.18304,-0.17527,-0.077426
29.9,32.943,91.118,0.24385,2.5555,-0.16802,0.68918,0.24574
30,33.14,91.151,0.0061097,2.6118,0.36086,-0.56289,-0.37021
30.1,33.338,91.124,0.16952,2.6113,-0.24804,0.0053425,0.42623
30.2,33.537,91.096,0.49684,2.5754,-0.49684,0.35909,0.17416
30.3,33.735,91.069,0.32528,2.629,0.2604,-0.53582,-0.53006
30.4,33.933,91.042,0.37994,2.7141,-0.082959,-0.85162,0.24035
30.5,34.131,91.015,0.29986,2.6654,0.12155,0.48767,-0.14316
30.6,34.329,90.988,0.53832,2.6619,-0.36195,0.034531,0.33845
30.7,34.527,90.961,0.42742,2.6498,0.16833,0.12121,-0.3712
30.8,34.725,90.934,0.018228,2.6739,0.62111,-0.24097,-0.31694
30.9,34.924,90.907,0.41825,2.6425,-0.60719,0.31381,0.8598
31,35.122,90.879,0.1614,2.5869,0.38987,0.5565,-0.69793
31.1,35.32,90.852,0.34825,2.6318,-0.28362,-0.44902,0.47144
31.2,35.518,90.825,0.46732,2.6577,-0.18074,-0.25939,-0.072012
31.3,35.716,90.798,0.55704,2.6991,-0.13617,-0.41364,-0.031199
31.4,35.914,90.771,0.065871,2.6456,0.74553,0.53444,-0.61719
31.5,36.113,90.744,0.55552,2.7114,-0.74324,-0.65799,1.0421
31.6,36.311,90.717,0.55692,2.7041,-0.0021209,0.073198,-0.51878
31.7,36.509,90.69,0.14565,2.6259,0.62426,0.78158,-0.43847
31.8,36.707,90.663,0.14082,2.5444,0.0073256,0.81565,0.43186
31.9,36.905,90.635,0.45696,2.4606,-0.47986,0.83731,0.34103
32,37.103,90.608,0.41066,2.449,0.070282,0.11615,-0.3851
32.1,37.301,90.581,0.20774,2.514,0.30801,-0.64981,-0.16641
32.2,37.5,90.554,0.18295,2.5406,0.037627,-0.26585,0.18927
32.3,37.698,90.527,0.071716,2.4556,0.16884,0.84958,-0.091851
32.4,37.896,90.5,0.55601,2.4264,-0.7351,0.29199,0.63276
32.5,38.094,90.473,0.36056,2.4646,0.29667,-0.38166,-0.72224
32.6,38.292,90.446,0.31527,2.4879,0.068736,-0.23337,0.15956
32.7,38.49,90.418,0.39648,2.5456,-0.12326,-0.57695,0.1344
32.8,38.689,90.391,0.56551,2.5989,-0.25656,-0.53271,0.093311
32.9,38.887,90.364,0.38193,2.6021,0.27866,-0.032106,-0.37465
33,39.085,90.337,0.45128,2.6869,-0.10528,-0.84776,0.26875
33.1,39.283,90.31,0.29879,2.7577,0.23147,-0.7077,-0.23572
33.2,39.481,90.283,0.31428,2.7801,-0.023507,-0.22439,0.17848
33.3,39.679,90.256,0.018197,2.8312,0.44942,-0.51072,-0.33105
33.4,39.877,90.229,0.17627,2.8042,-0.23994,0.26985,0.48255
33.5,40.076,90.201,0.53418,2.8697,-0.54327,-0.65499,0.21233
33.6,40.274,90.174,0.32767,2.8903,0.31346,-0.20667,-0.59971
33.7,40.472,90.147,0.39718,2.9885,-0.10551,-0.9818,0.29328
33.8,40.67,90.12,0.010011,2.9017,0.58768,0.86839,-0.48524
33.9,40.868,90.093,0.27434,2.8084,-0.40122,0.93292,0.69223
34,41.066,90.066,0.23541,2.8245,0.059085,-0.16088,-0.32221
34.1,41.265,90.039,0.16253,2.8258,0.11063,-0.01302,-0.036084
34.2,41.463,90.012,0.43337,2.7793,-0.41111,0.46438,0.36522
34.3,41.661,89.985,0.13852,2.7378,0.44755,0.4157,-0.60106
34.4,41.859,89.957,0.37457,2.8197,-0.35831,-0.81892,0.5641
34.5,42.057,89.93,0.093435,2.7613,0.42674,0.58398,-0.54953
34.6,42.255,89.903,0.048566,2.7143,0.068105,0.46931,0.25104
34.7,42.453,89.876,0.55574,2.7525,-0.76984,-0.38143,0.58656
34.8,42.652,89.849,0.37847,2.6587,0.26908,0.93796,-0.72724
34.9,42.85,89.822,0.036221,2.7485,0.5195,-0.89853,-0.17529
35,43.048,89.795,0.51009,2.6702,-0.71928,0.78336,0.86714
35.1,43.247,89.817,0.35967,2.7562,0.22831,-0.85969,-0.66331
35.2,43.445,89.84,0.48389,2.7046,-0.18854,0.51535,0.2918
35.3,43.644,89.863,0.2698,2.8016,0.32496,-0.96915,-0.35945
35.4,43.843,89.885,0.40105,2.735,-0.19923,0.66533,0.36693
35.5,44.041,89.908,0.38226,2.6491,0.028529,0.85919,-0.15943
35.6,44.24,89.931,0.49991,2.6284,-0.17858,0.20705,0.14497
35.7,44.439,89.953,0.53391,2.6737,-0.051618,-0.4531,-0.088871
35.8,44.638,89.976,0.58485,2.7439,-0.077312,-0.70214,0.017986
